Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),3753705481.481481,415.0,90,0.6666666666666666,8445837333.333333,8445837333.333333,1689167466.6666667,20.0,0,7,10453800000.0,60526839999.99989,2021-02-28,SOUTH AFRICA,HIGH,3753705481.481481,5.0,1.0,True,2021-02-28
NASPERS (SOUTH AFRICA),1820788274.0740738,703.6,90,0.6666666666666666,4096773616.6666665,4096773616.6666665,819354723.3333334,20.0,0,7,2138171000.0,9856960491.999985,2021-02-28,SOUTH AFRICA,HIGH,1820788274.0740738,5.0,2.0,True,2021-02-28
PPC (SOUTH AFRICA),1022502814.8148148,159.0,90,0.6666666666666666,2300631333.3333335,2300631333.3333335,460126266.66666675,20.0,0,7,1119180000.0,9862771999.999985,2021-02-28,SOUTH AFRICA,HIGH,1022502814.8148148,5.0,3.0,True,2021-02-28
SIBANYE STILLWATER (SOUTH AFRICA),470207410.54814804,70.02,90,0.6666666666666666,1057966673.7333331,1057966673.7333331,211593334.74666664,20.0,0,7,206552500.0,1823583055.9999967,2021-02-28,SOUTH AFRICA,HIGH,470207410.54814804,2.4691834208210954,4.0,True,2021-02-28
PROSUS (SOUTH AFRICA),405084490.1051852,807.88,90,0.6666666666666666,911440102.7366668,911440102.7366668,182288020.54733336,20.0,0,2,874333900.0,3402722100.000017,2021-02-28,SOUTH AFRICA,HIGH,405084490.1051852,2.1272057491256184,5.0,True,2021-02-28
ZENITH BANK NIGERIA (NIGERIA),402089232.7548148,25.45,90,0.6666666666666666,904700773.6983334,904700773.6983334,180940154.7396667,20.0,0,7,405845281.0,4950646066.104518,2021-02-28,NIGERIA,MID,402089232.7548148,5.0,6.0,True,2021-02-28
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),369047026.45259255,31.0,90,0.6666666666666666,830355809.5183333,830355809.5183333,166071161.90366668,20.0,0,7,467204587.49999994,3688871188.8140235,2021-02-28,NIGERIA,MID,369047026.45259255,5.0,7.0,True,2021-02-28
ANGLO AMERICAN (SOUTH AFRICA),361226962.9259259,562.6,90,0.6666666666666666,812760666.5833334,812760666.5833334,162552133.3166667,20.0,0,7,534663999.99999994,2165510087.999998,2021-02-28,SOUTH AFRICA,HIGH,361226962.9259259,1.8968982793581917,8.0,True,2021-02-28
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),358493101.2740741,246.07,90,0.6666666666666666,806609477.8666667,806609477.8666667,161321895.57333335,20.0,0,7,207157500.0,1723245735.999999,2021-02-28,SOUTH AFRICA,HIGH,358493101.2740741,1.8825420490773848,9.0,True,2021-02-28
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),282324781.1111111,303.18,90,0.6666666666666666,635230757.5,635230757.5,127046151.5,20.0,0,7,309616000.0,1511685207.9999962,2021-02-28,SOUTH AFRICA,HIGH,282324781.1111111,1.4825620633963146,10.0,True,2021-02-28
FIRSTRAND (SOUTH AFRICA),265624905.18518516,49.3,90,0.6666666666666666,597656036.6666666,597656036.6666666,119531207.33333333,20.0,0,7,590914200.0,2354706231.999999,2021-02-28,SOUTH AFRICA,HIGH,265624905.18518516,1.3948665999879528,11.0,True,2021-02-28
STANDARD BANK GROUP (SOUTH AFRICA),219447426.66666666,133.0,90,0.6666666666666666,493756710.0,493756710.0,98751342.0,20.0,0,7,567926800.0,1989899039.9999955,2021-02-28,SOUTH AFRICA,HIGH,219447426.66666666,1.1523764524159958,12.0,True,2021-02-28
