Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,986793699.8210161,68.45629982018717,86,986793699.8210161,986793699.8210161,197358739.96420324,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,986793699.8210161,1.0,True,2019-01-31
NASPERS (SOUTH AFRICA),OK,137848474.4196657,27.05050333432443,86,137848474.4196657,137848474.4196657,27569694.88393314,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,137848474.4196657,2.0,True,2019-01-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,98337996.40423603,38.29871582494443,86,98337996.40423603,98337996.40423603,19667599.280847207,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,98337996.40423603,3.0,True,2019-01-31
PPC (SOUTH AFRICA),OK,94325973.14996433,41.76754590890427,86,94325973.14996433,94325973.14996433,18865194.62999287,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,94325973.14996433,4.0,True,2019-01-31
FIRSTRAND (SOUTH AFRICA),OK,46893913.49570952,4.546999108015122,86,46893913.49570952,46893913.49570952,9378782.699141905,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,46893913.49570952,5.0,True,2019-01-31
GRINDROD (SOUTH AFRICA),OK,46358001.90708272,41.27199875405287,86,46358001.90708272,46358001.90708272,9271600.381416544,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,46358001.90708272,6.0,True,2019-01-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,41814284.59009757,12.65839810842572,86,41814284.59009757,41814284.59009757,8362856.9180195145,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,41814284.59009757,7.0,True,2019-01-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,40851042.633836895,33.22289711025216,86,40851042.633836895,40851042.633836895,8170208.52676738,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,40851042.633836895,8.0,True,2019-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,38189725.84076469,22.09786348383808,86,38189725.84076469,38189725.84076469,7637945.168152938,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,38189725.84076469,9.0,True,2019-01-31
MTN GROUP (SOUTH AFRICA),OK,35906518.328411534,6.30052811168217,86,35906518.328411534,35906518.328411534,7181303.665682307,30,,,,,2019-01-31,2018-12-31,2019-01-31,SOUTH AFRICA,HIGH,35906518.328411534,10.0,True,2019-01-31
