Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,1468869358.2302015,4461.507407407407,87,87,1468869358.2302015,1468869358.2302015,293773871.6460403,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,1468869358.2302015,1.0,True,2022-04-30
INNSCOR AFRICA (ZIMBABWE),OK,780570441.1434829,5694.298148148148,87,87,780570441.1434829,780570441.1434829,156114088.22869658,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,780570441.1434829,2.0,True,2022-04-30
SIMBISA BRANDS (ZIMBABWE),OK,400298644.8040015,4102.731481481482,87,87,400298644.8040015,400298644.8040015,80059728.9608003,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,400298644.8040015,3.0,True,2022-04-30
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,235176247.0929357,1293.416666666667,84,84,235176247.0929357,235176247.0929357,47035249.41858715,30,,,,,2022-04-30,2022-03-31,2022-04-30,ZIMBABWE,LOW,235176247.0929357,4.0,True,2022-04-30
NASPERS (SOUTH AFRICA),OK,128586208.94497485,22.8030749414199,86,86,128586208.94497485,128586208.94497485,25717241.78899497,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,128586208.94497485,5.0,True,2022-04-30
PROSUS (SOUTH AFRICA),OK,92513586.58827361,25.01404552119161,86,86,92513586.58827361,92513586.58827361,18502717.317654725,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,92513586.58827361,6.0,True,2022-04-30
FIRSTRAND (SOUTH AFRICA),OK,70929471.96703908,5.200268577771079,86,86,70929471.96703908,70929471.96703908,14185894.393407816,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,70929471.96703908,7.0,True,2022-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,70827376.79069015,52.78717952231526,86,86,70827376.79069015,70827376.79069015,14165475.358138032,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,70827376.79069015,8.0,True,2022-04-30
SIBANYE STILLWATER (SOUTH AFRICA),OK,60173581.72837294,4.097181303698425,86,86,60173581.72837294,60173581.72837294,12034716.34567459,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,60173581.72837294,9.0,True,2022-04-30
MTN GROUP (SOUTH AFRICA),OK,55662207.83666571,13.01780012880771,86,86,55662207.83666571,55662207.83666571,11132441.567333143,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,55662207.83666571,10.0,True,2022-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,51934547.34449286,15.41787138413473,86,86,51934547.34449286,51934547.34449286,10386909.468898572,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,51934547.34449286,11.0,True,2022-04-30
STANDARD BANK GROUP (SOUTH AFRICA),OK,50517350.34740202,12.47927429190019,86,86,50517350.34740202,50517350.34740202,10103470.069480404,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,50517350.34740202,12.0,True,2022-04-30
GOLD FIELDS (SOUTH AFRICA),OK,50093244.79514572,15.62478589144525,86,86,50093244.79514572,50093244.79514572,10018648.959029144,30,,,,,2022-04-30,2022-03-31,2022-04-30,SOUTH AFRICA,HIGH,50093244.79514572,13.0,True,2022-04-30
