Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),1927395399.9999998,380.0,90,0.7,3933460000.0,3933460000.0,786692000.0,21.0,0,9,9285570000.0,50103244000.000114,2022-08-31,SOUTH AFRICA,HIGH,1927395399.9999998,5.0,1.0,True,2022-08-31
NASPERS (SOUTH AFRICA),899901937.6666666,485.15,90,0.7,1836534566.6666667,1836534566.6666667,367306913.3333334,21.0,0,9,2097738000.0,10775158100.000011,2022-08-31,SOUTH AFRICA,HIGH,899901937.6666666,5.0,2.0,True,2022-08-31
PROSUS (SOUTH AFRICA),478998214.5666666,487.93,90,0.7,977547376.6666666,977547376.6666666,195509475.33333334,21.0,0,4,957773400.0,7610734731.999909,2022-08-31,SOUTH AFRICA,HIGH,478998214.5666666,2.721065168760052,3.0,True,2022-08-31
BLUE LABEL TELECOMS (SOUTH AFRICA),412344150.4233333,625.0,90,0.7,841518674.3333334,841518674.3333334,168303734.86666667,21.0,0,9,750120000.0,10755104000.00001,2022-08-31,SOUTH AFRICA,HIGH,412344150.4233333,2.3424206419515294,4.0,True,2022-08-31
MTN GROUP (SOUTH AFRICA),379667967.4666666,124.25,90,0.7,774832586.6666666,774832586.6666666,154966517.33333334,21.0,0,9,545384400.0,2672190240.0000114,2022-08-31,SOUTH AFRICA,HIGH,379667967.4666666,2.156795684305593,5.0,True,2022-08-31
PPC (SOUTH AFRICA),336007036.2133333,234.0,90,0.7,685728645.3333334,685728645.3333334,137145729.0666667,21.0,0,9,1261770000.0,12820866000.000017,2022-08-31,SOUTH AFRICA,HIGH,336007036.2133333,1.9087692080972203,6.0,True,2022-08-31
ANGLO AMERICAN (SOUTH AFRICA),312698595.05266666,551.55,90,0.7,638160398.0666667,638160398.0666667,127632079.61333334,21.0,0,9,567836200.0,2598713796.000009,2022-08-31,SOUTH AFRICA,HIGH,312698595.05266666,1.776359972631154,7.0,True,2022-08-31
GRINDROD (SOUTH AFRICA),306763131.7566666,1013.0,90,0.7,626047207.6666666,626047207.6666666,125209441.53333333,21.0,0,9,350343000.0,3985894000.0000052,2022-08-31,SOUTH AFRICA,HIGH,306763131.7566666,1.7426421383176993,8.0,True,2022-08-31
FIRSTRAND (SOUTH AFRICA),305059113.79999995,62.87,90,0.7,622569620.0,622569620.0,124513924.0,21.0,0,9,590746200.0,2439624320.0000014,2022-08-31,SOUTH AFRICA,HIGH,305059113.79999995,1.7329620523219258,9.0,True,2022-08-31
MTN NIGERIA (NIGERIA),284797904.5885925,199.0,90,0.7333333333333333,529582880.43333334,529582880.43333334,105916576.08666667,22.0,0,5,174713223.95,6110887154.124973,2022-08-31,NIGERIA,MID,284797904.5885925,5.0,10.0,True,2022-08-31
ABSA (SOUTH AFRICA),239199344.89966664,178.02,90,0.7,488161928.3666667,488161928.3666667,97632385.67333335,21.0,0,9,357642600.0,1774528920.0000033,2022-08-31,SOUTH AFRICA,HIGH,239199344.89966664,1.3588297116838557,11.0,True,2022-08-31
STANDARD BANK GROUP (SOUTH AFRICA),215177984.2333333,153.23,90,0.7,439138743.3333333,439138743.3333333,87827748.66666667,21.0,0,9,533382300.0,1935675312.0000017,2022-08-31,SOUTH AFRICA,HIGH,215177984.2333333,1.222370564598068,12.0,True,2022-08-31
SIBANYE STILLWATER (SOUTH AFRICA),201490533.29999998,38.49,90,0.7,411205170.0,411205170.0,82241034.0,21.0,0,9,291343200.0,2208616024.0000014,2022-08-31,SOUTH AFRICA,HIGH,201490533.29999998,1.1446156902557925,13.0,True,2022-08-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),192728844.9333333,180.38,90,0.7,393324173.3333333,393324173.3333333,78664834.66666667,21.0,0,9,292950000.0,2116814464.000002,2022-08-31,SOUTH AFRICA,HIGH,192728844.9333333,1.0948428011112368,14.0,True,2022-08-31
GOLD FIELDS (SOUTH AFRICA),176666359.09999993,138.73,90,0.7,360543589.99999994,360543589.99999994,72108717.99999999,21.0,0,9,194845500.00000003,1417459488.000002,2022-08-31,SOUTH AFRICA,HIGH,176666359.09999993,1.0035959667898906,15.0,True,2022-08-31
GLENCORE (SOUTH AFRICA),175822345.664,88.44,90,0.7,358821113.6000001,358821113.6000001,71764222.72000001,21.0,0,9,119697100.0,839870208.000001,2022-08-31,SOUTH AFRICA,HIGH,175822345.664,0.9988013444033697,16.0,True,2022-08-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),174092636.5320333,684.86,90,0.7,355291094.9633333,355291094.9633333,71058218.99266666,21.0,0,9,438663254.29999995,2204706768.000007,2022-08-31,SOUTH AFRICA,HIGH,174092636.5320333,0.9889753134747602,17.0,True,2022-08-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),168164260.28079998,229.63,90,0.7,343192367.92,343192367.92,68638473.584,21.0,0,9,323589000.0,1543683196.0,2022-08-31,SOUTH AFRICA,HIGH,168164260.28079998,0.9552977388325898,18.0,True,2022-08-31
