Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
INVESTEC (SOUTH AFRICA),OK,8379979.654285508,5.685871450450846,81,81,8379979.654285508,8379979.654285508,1675995.9308571017,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,8379979.654285508,38.0,True,2018-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,8343398.478544323,1.98967465353966,81,81,8343398.478544323,8343398.478544323,1668679.6957088646,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,8343398.478544323,39.0,True,2018-04-30
AVI (SOUTH AFRICA),OK,8297725.250333412,8.80815614466304,81,81,8297725.250333412,8297725.250333412,1659545.0500666825,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,8297725.250333412,40.0,True,2018-04-30
GOLD FIELDS (SOUTH AFRICA),OK,8048417.4394011265,4.05542013070658,81,81,8048417.4394011265,8048417.4394011265,1609683.4878802253,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,8048417.4394011265,41.0,True,2018-04-30
LIFE HEALTHCARE (SOUTH AFRICA),OK,7927108.349953697,1.514654621556105,81,81,7927108.349953697,7927108.349953697,1585421.6699907396,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,7927108.349953697,42.0,True,2018-04-30
CORONATION (NAMIBIA),OK,7303859.303418155,6.82502113271344,81,81,7303859.303418155,7303859.303418155,1460771.8606836312,30,,,,,2018-04-30,2018-03-31,2018-04-30,NAMIBIA,LOW,7303859.303418155,43.0,True,2018-04-30
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,6093011.156969466,8.570646128671262,81,81,6093011.156969466,6093011.156969466,1218602.2313938932,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,6093011.156969466,44.0,True,2018-04-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,3233369.1447252044,3.071570811794021,81,81,3233369.1447252044,3233369.1447252044,646673.8289450409,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,3233369.1447252044,45.0,True,2018-04-30
OUTSURANCE (SOUTH AFRICA),OK,3160241.3024783884,1.82654499842787,81,81,3160241.3024783884,3160241.3024783884,632048.2604956777,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,3160241.3024783884,46.0,True,2018-04-30
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,2644564.223808135,2.377635854038684,81,81,2644564.223808135,2644564.223808135,528912.844761627,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,2644564.223808135,47.0,True,2018-04-30
TSOGO SUN GAMING (SOUTH AFRICA),OK,2011140.7469679746,1.917829986780581,81,81,2011140.7469679746,2011140.7469679746,402228.14939359494,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,2011140.7469679746,48.0,True,2018-04-30
WILSON BAYLY HOLMES OVCON (SOUTH AFRICA),OK,1596667.445533854,13.10193152273503,81,81,1596667.445533854,1596667.445533854,319333.48910677084,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,1596667.445533854,49.0,True,2018-04-30
SANTAM (SOUTH AFRICA),OK,1441621.9270594977,25.1988829422166,81,81,1441621.9270594977,1441621.9270594977,288324.38541189954,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,1441621.9270594977,50.0,True,2018-04-30
RAUBEX (SOUTH AFRICA),OK,1053214.6874290693,1.715819688481525,81,81,1053214.6874290693,1053214.6874290693,210642.93748581386,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,1053214.6874290693,51.0,True,2018-04-30
PSG KONSULT (SOUTH AFRICA),OK,287067.8739237368,0.7522559225362351,81,81,287067.8739237368,287067.8739237368,57413.57478474736,30,,,,,2018-04-30,2018-03-31,2018-04-30,SOUTH AFRICA,HIGH,287067.8739237368,52.0,True,2018-04-30
