Index,Volatility,Max Drawdown,Capacity,Concentration,Vol Score,Drawdown Score,Liquidity Score,Concentration Score,Risk Score,Rating
AM100,0.1111171398029977,-0.4089681183189955,48829734783.48574,0.020712368211285064,0.37039046600999237,0.6816135305316592,0,0.41424736422570124,0.3940649819860648,Moderate
AM200,0.076892117999608,-0.320567822829787,1200492286.4310534,0.022136502194826296,0.25630705999869335,0.5342797047163117,0,0.4427300438965259,0.3070797398040234,Moderate
AM300,0.1080162766575718,-0.4080518805664281,50030227069.916794,0.019284032381544122,0.36005425552523934,0.6800864676107136,0,0.38568064763088244,0.38661570725639804,Moderate
