Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
PPC (SOUTH AFRICA),2499162143.1659255,737.0,90,0.7333333333333333,4647202332.333333,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,2499162143.1659255,5.0,1.0,True,2017-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),2203063799.7744436,1725.0,90,0.7333333333333333,4096606239.249999,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,2203063799.7744436,5.0,2.0,True,2017-10-31
TANZANIA BREWERIES LTD (TANZANIA),1305810155.4666665,13200.0,90,0.7333333333333333,2428159380.0,,,22.0,2017-10-31,TANZANIA,LOW,1305810155.4666665,5.0,3.0,True,2017-10-31
NASPERS (SOUTH AFRICA),1162090010.5629628,455.13,90,0.7333333333333333,2160911176.6666665,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,1162090010.5629628,5.0,4.0,True,2017-10-31
REINET INVEST (SOUTH AFRICA),512229174.5185184,302.0,90,0.7333333333333333,952492266.6666666,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,512229174.5185184,2.616223608758779,5.0,True,2017-10-31
GRINDROD (SOUTH AFRICA),498826744.8592592,1062.0,90,0.7333333333333333,927570393.3333334,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,498826744.8592592,2.547770356516281,6.0,True,2017-10-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),398476382.5804299,42.0,90,0.7,813217107.3069999,,,21.0,2017-10-31,NIGERIA,MID,398476382.5804299,5.0,7.0,True,2017-10-31
MTN GROUP (SOUTH AFRICA),392224403.99999994,122.77,90,0.7333333333333333,729342900.0,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,392224403.99999994,2.0032961742967714,8.0,True,2017-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),387886941.4509629,910.0,90,0.7333333333333333,721277370.4666667,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,387886941.4509629,1.981142473399972,9.0,True,2017-10-31
FIRSTRAND (SOUTH AFRICA),323040676.77037036,50.21,90,0.7333333333333333,600695473.3333334,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,323040676.77037036,1.6499385181456556,10.0,True,2017-10-31
STANDARD BANK GROUP (SOUTH AFRICA),314029987.8222222,164.0,90,0.7333333333333333,583940060.0,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,314029987.8222222,1.603916193900876,11.0,True,2017-10-31
ANGLO AMERICAN (SOUTH AFRICA),311420756.1821481,256.76,90,0.7333333333333333,579088182.9833333,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,311420756.1821481,1.5905894765699102,12.0,True,2017-10-31
VODACOM (SOUTH AFRICA),276347250.01481473,152.87,90,0.7333333333333333,513868853.3333333,,,22.0,2017-10-31,SOUTH AFRICA,HIGH,276347250.01481473,1.41145064683969,13.0,True,2017-10-31
