Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,802561352.2099919,51.72762334362601,84,84,802561352.2099919,802561352.2099919,160512270.4419984,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,802561352.2099919,1.0,True,2019-10-31
DELTA CORPORATION LIMITED (ZIMBABWE),OK,262377077.94999996,670.1,88,88,262377077.94999996,262377077.94999996,52475415.589999996,30,,,,,2019-10-31,2019-09-30,2019-10-31,ZIMBABWE,LOW,262377077.94999996,2.0,True,2019-10-31
INNSCOR AFRICA (ZIMBABWE),OK,241749045.55555555,510.5666666666667,78,78,241749045.55555555,241749045.55555555,48349809.11111111,30,,,,,2019-10-31,2019-09-30,2019-10-31,ZIMBABWE,LOW,241749045.55555555,3.0,True,2019-10-31
NASPERS (SOUTH AFRICA),OK,222150616.0879279,30.3237501800227,84,84,222150616.0879279,222150616.0879279,44430123.217585586,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,222150616.0879279,4.0,True,2019-10-31
PPC (SOUTH AFRICA),OK,83822017.03271855,26.49141374303197,84,84,83822017.03271855,83822017.03271855,16764403.406543711,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,83822017.03271855,5.0,True,2019-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,74427301.44060771,19.09231564024,84,84,74427301.44060771,74427301.44060771,14885460.288121544,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,74427301.44060771,6.0,True,2019-10-31
FIRSTRAND (SOUTH AFRICA),OK,54853206.361214876,4.025241494670667,84,84,54853206.361214876,54853206.361214876,10970641.272242976,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,54853206.361214876,7.0,True,2019-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,52069720.473097414,22.50713154143033,84,84,52069720.473097414,52069720.473097414,10413944.094619483,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,52069720.473097414,8.0,True,2019-10-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,49031408.21763888,11.54061113907794,84,84,49031408.21763888,49031408.21763888,9806281.643527776,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,49031408.21763888,9.0,True,2019-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,41945547.70733321,18.76794446448367,84,84,41945547.70733321,41945547.70733321,8389109.541466642,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,41945547.70733321,10.0,True,2019-10-31
MTN GROUP (SOUTH AFRICA),OK,35521924.882589966,6.361903100882738,84,84,35521924.882589966,35521924.882589966,7104384.976517994,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,35521924.882589966,11.0,True,2019-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,30765003.706924304,6.294518457446598,84,84,30765003.706924304,30765003.706924304,6153000.741384861,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,30765003.706924304,12.0,True,2019-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,28660836.562262516,37.14215120849734,84,84,28660836.562262516,28660836.562262516,5732167.3124525035,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,28660836.562262516,13.0,True,2019-10-31
ABSA (SOUTH AFRICA),OK,28588788.766046096,10.09910827655186,84,84,28588788.766046096,28588788.766046096,5717757.753209219,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,28588788.766046096,14.0,True,2019-10-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,27161499.762187682,8.102012422557207,84,84,27161499.762187682,27161499.762187682,5432299.952437537,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,27161499.762187682,15.0,True,2019-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,26471812.21392043,1.386009626755139,84,84,26471812.21392043,26471812.21392043,5294362.442784086,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,26471812.21392043,16.0,True,2019-10-31
