Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),10539655345.185184,1134.0,90,0.7333333333333333,19598532666.666668,19598532666.666668,3919706533.333334,22.0,0,3,11446950000.0,62697818249.999825,2018-02-28,SOUTH AFRICA,HIGH,10539655345.185184,5.0,1.0,True,2018-02-28
BLUE LABEL TELECOMS (SOUTH AFRICA),2043369514.2014813,1300.0,90,0.7333333333333333,3799654055.3333335,3799654055.3333335,759930811.0666667,22.0,0,3,1458605300.0,12232789499.999964,2018-02-28,SOUTH AFRICA,HIGH,2043369514.2014813,5.0,2.0,True,2018-02-28
NASPERS (SOUTH AFRICA),1646205397.9555552,432.14,90,0.7333333333333333,3061125740.0,3061125740.0,612225148.0,22.0,0,3,1696890300.0,7713040367.499947,2018-02-28,SOUTH AFRICA,HIGH,1646205397.9555552,5.0,3.0,True,2018-02-28
PPC (SOUTH AFRICA),1165739363.3925924,835.0,90,0.7333333333333333,2167697163.3333335,2167697163.3333335,433539432.66666675,22.0,0,3,1845390000.0,10934202049.999994,2018-02-28,SOUTH AFRICA,HIGH,1165739363.3925924,4.403174684231884,4.0,True,2018-02-28
FIRSTRAND (SOUTH AFRICA),618881598.6222221,72.4,90,0.7333333333333333,1150812890.0,1150812890.0,230162578.0,22.0,0,3,552299750.0,2405658046.499993,2018-02-28,SOUTH AFRICA,HIGH,618881598.6222221,2.337609823571342,5.0,True,2018-02-28
STANDARD BANK GROUP (SOUTH AFRICA),505556832.9777777,217.81,90,0.7333333333333333,940085020.0,940085020.0,188017004.0,22.0,0,3,562209900.0,2125498758.9999962,2018-02-28,SOUTH AFRICA,HIGH,505556832.9777777,1.909564966503166,6.0,True,2018-02-28
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),455090841.8931599,49.0,90,0.7333333333333333,846243301.041,846243301.041,169248660.2082,22.0,0,3,358663096.66,2905552213.204,2018-02-28,NIGERIA,MID,455090841.8931599,5.0,7.0,True,2018-02-28
ABSA (SOUTH AFRICA),433961236.9481481,198.5,90,0.7333333333333333,806952713.3333334,806952713.3333334,161390542.6666667,22.0,0,3,343344000.0,3493359842.9999537,2018-02-28,SOUTH AFRICA,HIGH,433961236.9481481,1.6391375229083063,8.0,True,2018-02-28
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),405469968.6999703,706.75,90,0.7333333333333333,753973082.2933333,753973082.2933333,150794616.45866665,22.0,0,3,519628986.8,2511319710.999993,2018-02-28,SOUTH AFRICA,HIGH,405469968.6999703,1.5315216741074735,9.0,True,2018-02-28
ZENITH BANK NIGERIA (NIGERIA),364879481.3866889,31.9,90,0.7333333333333333,678494903.4050001,678494903.4050001,135698980.68100002,22.0,0,3,295782307.2,3216444391.436001,2018-02-28,NIGERIA,MID,364879481.3866889,5.0,10.0,True,2018-02-28
