Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,477408365.33324474,1434.71790678659,86,477408365.33324474,477408365.33324474,95481673.06664896,30,,,,,2024-01-31,2023-12-31,2024-01-31,ZIMBABWE,LOW,477408365.33324474,1.0,True,2024-01-31
NASPERS (SOUTH AFRICA),OK,105102137.48121141,34.21252672853651,83,105102137.48121141,105102137.48121141,21020427.496242285,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,105102137.48121141,2.0,True,2024-01-31
FIRSTRAND (SOUTH AFRICA),OK,44612766.762144335,4.020081265688489,83,44612766.762144335,44612766.762144335,8922553.352428867,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,44612766.762144335,3.0,True,2024-01-31
PROSUS (SOUTH AFRICA),OK,43070559.95879505,30.64635206746255,83,43070559.95879505,43070559.95879505,8614111.99175901,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,43070559.95879505,4.0,True,2024-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,39327859.52666349,25.8940046046911,83,39327859.52666349,39327859.52666349,7865571.9053326985,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,39327859.52666349,5.0,True,2024-01-31
GOLD FIELDS (SOUTH AFRICA),OK,39068172.46505244,15.19110561805126,83,39068172.46505244,39068172.46505244,7813634.493010488,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,39068172.46505244,6.0,True,2024-01-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,38912417.75032287,19.327124474316,83,38912417.75032287,38912417.75032287,7782483.550064575,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,38912417.75032287,7.0,True,2024-01-31
MTN GROUP (SOUTH AFRICA),OK,30197355.17398192,6.316411184696238,83,30197355.17398192,30197355.17398192,6039471.034796384,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,30197355.17398192,8.0,True,2024-01-31
ABSA (SOUTH AFRICA),OK,27677309.58202244,8.952897619451265,83,27677309.58202244,27677309.58202244,5535461.9164044885,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,27677309.58202244,9.0,True,2024-01-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,26861373.470385566,11.38047764099816,83,26861373.470385566,26861373.470385566,5372274.694077114,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,26861373.470385566,10.0,True,2024-01-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,25320701.373706363,1.361719813843605,83,25320701.373706363,25320701.373706363,5064140.274741273,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,25320701.373706363,11.0,True,2024-01-31
CAPITEC BANK (SOUTH AFRICA),OK,25150056.96466728,110.8166490755071,83,25150056.96466728,25150056.96466728,5030011.392933456,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,25150056.96466728,12.0,True,2024-01-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,24177115.943559084,29.6138512608213,83,24177115.943559084,24177115.943559084,4835423.188711817,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,24177115.943559084,13.0,True,2024-01-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,23717090.637537893,4.991332024478145,83,23717090.637537893,23717090.637537893,4743418.127507579,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,23717090.637537893,14.0,True,2024-01-31
BID CORP (SOUTH AFRICA),OK,18985468.13330291,23.33244010346883,83,18985468.13330291,18985468.13330291,3797093.6266605817,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,18985468.13330291,15.0,True,2024-01-31
BID CORPORATION (SOUTH AFRICA),OK,18985468.13330291,23.33244010346883,83,18985468.13330291,18985468.13330291,3797093.6266605817,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,18985468.13330291,16.0,True,2024-01-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,17961595.85988067,2.351569514854863,85,17961595.85988067,17961595.85988067,3592319.171976134,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,17961595.85988067,17.0,True,2024-01-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,17102567.80479061,0.6387504990238274,83,17102567.80479061,17102567.80479061,3420513.560958122,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,17102567.80479061,18.0,True,2024-01-31
GLENCORE (SOUTH AFRICA),OK,15847283.006320674,6.105864145206365,83,15847283.006320674,15847283.006320674,3169456.601264135,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,15847283.006320674,19.0,True,2024-01-31
SANLAM (SOUTH AFRICA),OK,15776812.840806779,3.981253110353993,83,15776812.840806779,15776812.840806779,3155362.568161356,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,15776812.840806779,20.0,True,2024-01-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,15254439.303488722,15.04180862641299,83,15254439.303488722,15254439.303488722,3050887.8606977444,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,15254439.303488722,21.0,True,2024-01-31
BIDVEST (SOUTH AFRICA),OK,14720223.226264318,13.79712015400012,83,14720223.226264318,14720223.226264318,2944044.645252864,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,14720223.226264318,22.0,True,2024-01-31
MONDI (SOUTH AFRICA),OK,12463283.003201326,19.78759358405749,83,12463283.003201326,12463283.003201326,2492656.6006402653,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,12463283.003201326,23.0,True,2024-01-31
CLICKS (SOUTH AFRICA),OK,12390671.782035744,17.81227954084339,83,12390671.782035744,12390671.782035744,2478134.3564071488,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,12390671.782035744,24.0,True,2024-01-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,11850329.668552618,3.948440584719207,83,11850329.668552618,11850329.668552618,2370065.933710524,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,11850329.668552618,25.0,True,2024-01-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,11485303.529631639,7.857506138676672,83,11485303.529631639,11485303.529631639,2297060.705926328,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,11485303.529631639,26.0,True,2024-01-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,11466788.814630192,10.93750854492855,83,11466788.814630192,11466788.814630192,2293357.7629260384,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,11466788.814630192,27.0,True,2024-01-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,11204551.426803483,6.540083234440027,83,11204551.426803483,11204551.426803483,2240910.2853606967,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,11204551.426803483,28.0,True,2024-01-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,10724033.702082386,7.679771624821583,83,10724033.702082386,10724033.702082386,2144806.7404164774,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,10724033.702082386,29.0,True,2024-01-31
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,10297476.002064845,72.02371218315616,86,10297476.002064845,10297476.002064845,2059495.200412969,30,,,,,2024-01-31,2023-12-31,2024-01-31,ZIMBABWE,LOW,10297476.002064845,30.0,True,2024-01-31
MR PRICE (SOUTH AFRICA),OK,9942886.250789948,8.57555357465123,83,9942886.250789948,9942886.250789948,1988577.2501579896,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,9942886.250789948,31.0,True,2024-01-31
BELTONE HOLDING EGYPT (EGYPT),ZERO_CONFIRMED,9309908.82475251,0.1081106975858946,85,9309908.82475251,9309908.82475251,1861981.764950502,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,9309908.82475251,32.0,True,2024-01-31
KUMBA IRON ORE (SOUTH AFRICA),OK,9305101.236249192,33.62080751625587,83,9305101.236249192,9305101.236249192,1861020.2472498384,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,9305101.236249192,33.0,True,2024-01-31
FOSCHINI (SOUTH AFRICA),OK,9037400.583001424,6.06812974072636,83,9037400.583001424,9037400.583001424,1807480.1166002848,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,9037400.583001424,34.0,True,2024-01-31
REMGRO (SOUTH AFRICA),OK,8945893.679928932,8.885631941899955,83,8945893.679928932,8945893.679928932,1789178.7359857867,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,8945893.679928932,35.0,True,2024-01-31
VODACOM (SOUTH AFRICA),OK,8409592.378906494,5.796879528812132,83,8409592.378906494,8409592.378906494,1681918.475781299,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,8409592.378906494,36.0,True,2024-01-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,8224551.195802637,11.1289149444648,83,8224551.195802637,8224551.195802637,1644910.2391605275,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,8224551.195802637,37.0,True,2024-01-31
OLD MUTUAL (SOUTH AFRICA),OK,7855609.923404828,0.7142193079838345,83,7855609.923404828,7855609.923404828,1571121.9846809655,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,7855609.923404828,38.0,True,2024-01-31
TRUWORTHS INT (SOUTH AFRICA),OK,7547894.502834449,4.066018801577188,83,7547894.502834449,7547894.502834449,1509578.90056689,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,7547894.502834449,39.0,True,2024-01-31
REINET INVEST (SOUTH AFRICA),OK,6988461.918205914,25.4958792936557,83,6988461.918205914,6988461.918205914,1397692.383641183,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,6988461.918205914,40.0,True,2024-01-31
EXXARO RESOURCES (SOUTH AFRICA),OK,5825681.64508711,10.85110222742362,83,5825681.64508711,5825681.64508711,1165136.329017422,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,5825681.64508711,41.0,True,2024-01-31
PEPKOR HOLDINGS LTD (SOUTH AFRICA),OK,5270868.085274774,1.073516463684737,85,5270868.085274774,5270868.085274774,1054173.6170549549,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,5270868.085274774,42.0,True,2024-01-31
INVESTEC (SOUTH AFRICA),OK,5015482.114580562,6.887896006168756,83,5015482.114580562,5015482.114580562,1003096.4229161125,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,5015482.114580562,43.0,True,2024-01-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,4924972.810504988,47.95713549527576,86,4924972.810504988,4924972.810504988,984994.5621009977,30,,,,,2024-01-31,2023-12-31,2024-01-31,MOROCCO,MID,4924972.810504988,44.0,True,2024-01-31
SPAR (SOUTH AFRICA),OK,4695328.6488694865,6.447661287235381,83,4695328.6488694865,4695328.6488694865,939065.7297738973,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,4695328.6488694865,45.0,True,2024-01-31
TIGER BRANDS (SOUTH AFRICA),OK,4427224.806988272,11.00805547504334,83,4427224.806988272,4427224.806988272,885444.9613976544,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,4427224.806988272,46.0,True,2024-01-31
EFG HOLDING EGYPT (EGYPT),OK,4171443.3189064446,0.5282534684436526,85,4171443.3189064446,4171443.3189064446,834288.663781289,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,4171443.3189064446,47.0,True,2024-01-31
OUTSURANCE (SOUTH AFRICA),OK,3776219.967802738,2.292501791017024,83,3776219.967802738,3776219.967802738,755243.9935605476,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,3776219.967802738,48.0,True,2024-01-31
AVI (SOUTH AFRICA),OK,3182623.6754296143,4.376097168825913,83,3182623.6754296143,3182623.6754296143,636524.7350859229,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,3182623.6754296143,49.0,True,2024-01-31
FAWRY EGYPT (EGYPT),ZERO_CONFIRMED,2986752.7781885914,0.178350282544395,81,2986752.7781885914,2986752.7781885914,597350.5556377183,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,2986752.7781885914,50.0,True,2024-01-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,2958721.9965145006,0.6518755092777416,83,2958721.9965145006,2958721.9965145006,591744.3993029002,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,2958721.9965145006,51.0,True,2024-01-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,2952530.8532632994,0.2105470394898746,83,2952530.8532632994,2952530.8532632994,590506.17065266,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,2952530.8532632994,52.0,True,2024-01-31
ABU QIR FERTILIZERS EGYPT (EGYPT),OK,2855941.9549993286,2.718951675812918,85,2855941.9549993286,2855941.9549993286,571188.3909998657,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,2855941.9549993286,53.0,True,2024-01-31
HELIOPOLIS CO. FOR HOUSING & DEVELOPMENT (EGYPT),OK,2592623.1025193944,0.3366321122435041,84,2592623.1025193944,2592623.1025193944,518524.6205038789,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,2592623.1025193944,54.0,True,2024-01-31
BANQUE CENTRALE POPULAIRE MOROCCO (MOROCCO),OK,2507873.258761252,28.67002665478442,86,2507873.258761252,2507873.258761252,501574.6517522504,30,,,,,2024-01-31,2023-12-31,2024-01-31,MOROCCO,MID,2507873.258761252,55.0,True,2024-01-31
ORASCOM INVESTMENT HOLDING EGYPT (EGYPT),OK,2452098.810644108,0.01262370420913141,84,2452098.810644108,2452098.810644108,490419.7621288216,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,2452098.810644108,56.0,True,2024-01-31
TALAAT MOUSTAFA GROUP EGYPT (EGYPT),OK,2017103.3905162292,0.781698606796214,85,2017103.3905162292,2017103.3905162292,403420.67810324585,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,2017103.3905162292,57.0,True,2024-01-31
PALM HILLS DEVELOPMANT COMPANY EGYPT (EGYPT),OK,1939918.5777808994,0.0861001364007424,85,1939918.5777808994,1939918.5777808994,387983.7155561799,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1939918.5777808994,58.0,True,2024-01-31
QUILTER (SOUTH AFRICA),OK,1880989.6184376248,1.327813537354326,83,1880989.6184376248,1880989.6184376248,376197.923687525,30,,,,,2024-01-31,2023-12-31,2024-01-31,SOUTH AFRICA,HIGH,1880989.6184376248,59.0,True,2024-01-31
EL SEWEDY ELECTRIC (EGYPT),OK,1855601.790744105,0.9386856976020789,85,1855601.790744105,1855601.790744105,371120.358148821,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1855601.790744105,60.0,True,2024-01-31
ALEXANDRIA MINERAL OILS EGYPT (EGYPT),OK,1844498.4029668292,0.3191531371847068,85,1844498.4029668292,1844498.4029668292,368899.68059336586,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1844498.4029668292,61.0,True,2024-01-31
BANK OF AFRICA MOROCCO (MOROCCO),OK,1716315.0813558437,18.71370830739565,86,1716315.0813558437,1716315.0813558437,343263.0162711688,30,,,,,2024-01-31,2023-12-31,2024-01-31,MOROCCO,MID,1716315.0813558437,62.0,True,2024-01-31
GB AUTO EGYPT (EGYPT),OK,1612438.5749507742,0.2557109314157388,85,1612438.5749507742,1612438.5749507742,322487.71499015484,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1612438.5749507742,63.0,True,2024-01-31
EASTERN TOBACCO EGYPT (EGYPT),OK,1497915.6185032316,0.9192646142034151,85,1497915.6185032316,1497915.6185032316,299583.12370064633,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1497915.6185032316,64.0,True,2024-01-31
MAROC TELECOM MOROCCO (MOROCCO),OK,1496768.7440951345,10.42546423810342,86,1496768.7440951345,1496768.7440951345,299353.7488190269,30,,,,,2024-01-31,2023-12-31,2024-01-31,MOROCCO,MID,1496768.7440951345,65.0,True,2024-01-31
TELECOM EGYPT (EGYPT),OK,1299658.1658730567,1.218672983266147,85,1299658.1658730567,1299658.1658730567,259931.63317461137,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1299658.1658730567,66.0,True,2024-01-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),OK,1279716.5830731343,0.04519383132099895,84,1279716.5830731343,1279716.5830731343,255943.31661462688,30,,,,,2024-01-31,2023-12-31,2024-01-31,NIGERIA,MID,1279716.5830731343,67.0,True,2024-01-31
IBNSINA PHARMA (EGYPT),OK,1211521.4269536946,0.1016370031196734,81,1211521.4269536946,1211521.4269536946,242304.28539073892,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1211521.4269536946,68.0,True,2024-01-31
EMAAR MISR EGYPT (EGYPT),ZERO_CONFIRMED,1032543.055957079,0.1210580865183371,85,1032543.055957079,1032543.055957079,206508.6111914158,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,1032543.055957079,69.0,True,2024-01-31
ABU DHABI ISLAMIC BANK EGYPT (EGYPT),OK,930544.9192443057,1.294415208520936,85,930544.9192443057,930544.9192443057,186108.98384886116,30,,,,,2024-01-31,2023-12-31,2024-01-31,EGYPT,MID,930544.9192443057,70.0,True,2024-01-31
ZENITH BANK NIGERIA (NIGERIA),OK,877105.4941713893,0.0431294217421385,84,877105.4941713893,877105.4941713893,175421.09883427786,30,,,,,2024-01-31,2023-12-31,2024-01-31,NIGERIA,MID,877105.4941713893,71.0,True,2024-01-31
