Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,311092664.22732645,20.90312065069563,81,81,311092664.22732645,311092664.22732645,62218532.845465295,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,311092664.22732645,1.0,True,2024-04-30
DELTA CORPORATION LIMITED (ZIMBABWE),OK,264550480.39607674,1884.404209573385,83,83,264550480.39607674,264550480.39607674,52910096.07921535,30,,,,,2024-04-30,2024-03-31,2024-04-30,ZIMBABWE,LOW,264550480.39607674,2.0,True,2024-04-30
NASPERS (SOUTH AFRICA),OK,91493550.7868723,35.53583429911043,81,81,91493550.7868723,91493550.7868723,18298710.15737446,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,91493550.7868723,3.0,True,2024-04-30
GRINDROD (SOUTH AFRICA),OK,57534779.662166424,68.68924203696942,81,81,57534779.662166424,57534779.662166424,11506955.932433285,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,57534779.662166424,4.0,True,2024-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,50207370.75480732,24.61593823260146,81,81,50207370.75480732,50207370.75480732,10041474.150961464,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,50207370.75480732,5.0,True,2024-04-30
FIRSTRAND (SOUTH AFRICA),OK,45380772.44928007,3.26670794371504,81,81,45380772.44928007,45380772.44928007,9076154.489856014,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,45380772.44928007,6.0,True,2024-04-30
STANDARD BANK GROUP (SOUTH AFRICA),OK,34848638.37158611,9.80276979578445,81,81,34848638.37158611,34848638.37158611,6969727.674317222,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,34848638.37158611,7.0,True,2024-04-30
PROSUS (SOUTH AFRICA),OK,33848738.509286515,31.64520789344171,81,81,33848738.509286515,33848738.509286515,6769747.701857303,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,33848738.509286515,8.0,True,2024-04-30
GOLD FIELDS (SOUTH AFRICA),OK,33358903.57001761,16.08217307783899,81,81,33358903.57001761,33358903.57001761,6671780.714003522,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,33358903.57001761,9.0,True,2024-04-30
PPC (SOUTH AFRICA),OK,29735561.91847115,16.03454571433107,81,81,29735561.91847115,29735561.91847115,5947112.383694231,30,,,,,2024-04-30,2024-03-31,2024-04-30,SOUTH AFRICA,HIGH,29735561.91847115,10.0,True,2024-04-30
