Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),2381817806.6666665,497.0,90,0.7,4860852666.666667,4860852666.666667,972170533.3333335,21.0,0,13,7281575000.0,46792496850.00007,2025-09-30,SOUTH AFRICA,HIGH,2381817806.6666665,5.0,1.0,True,2025-09-30
BLUE LABEL TELECOMS (SOUTH AFRICA),2284655004.333333,1199.0,90,0.7,4662561233.333333,4662561233.333333,932512246.6666666,21.0,0,13,595343860.0,10782081750.000004,2025-09-30,SOUTH AFRICA,HIGH,2284655004.333333,5.0,2.0,True,2025-09-30
GRINDROD (SOUTH AFRICA),1434602734.67,1503.0,90,0.7,2927760683.0000005,2927760683.0000005,585552136.6000001,21.0,0,13,509269780.0,6263849200.000012,2025-09-30,SOUTH AFRICA,HIGH,1434602734.67,4.31131022273898,3.0,True,2025-09-30
ARADEL HOLDINGS NIGERIA (NIGERIA),1117393766.363419,615.0,90,0.7,2280395441.557998,2280395441.557998,456079088.3115997,21.0,0,2,626285356.0,19161595249.23995,2025-09-30,NIGERIA,MID,1117393766.363419,5.0,4.0,True,2025-09-30
NASPERS (SOUTH AFRICA),1071261858.0999999,1250.94,90,0.7,2186248690.0,2186248690.0,437249738.0,21.0,0,13,1908814500.0,9931696059.50001,2025-09-30,SOUTH AFRICA,HIGH,1071261858.0999999,3.2193875617554024,5.0,True,2025-09-30
ZENITH BANK NIGERIA (NIGERIA),826489231.7673229,69.0,90,0.7,1686712717.8924959,1686712717.8924959,337342543.5784992,21.0,0,12,420118537.05,5556518072.974887,2025-09-30,NIGERIA,MID,826489231.7673229,5.0,6.0,True,2025-09-30
GOLD FIELDS (SOUTH AFRICA),729207152.2983333,729.09,90,0.7,1488177861.8333335,1488177861.8333335,297635572.36666673,21.0,0,13,322799400.0,2239713285.0000024,2025-09-30,SOUTH AFRICA,HIGH,729207152.2983333,2.1914347256011317,7.0,True,2025-09-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),718074355.4601742,93.9,90,0.7,1465457868.28607,1465457868.28607,293091573.65721405,21.0,0,12,454444164.9,5189489808.732096,2025-09-30,NIGERIA,MID,718074355.4601742,5.0,8.0,True,2025-09-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),693385597.6473999,1213.53,90,0.7,1415072648.26,1415072648.26,283014529.652,21.0,0,13,393158519.6,2265857498.500002,2025-09-30,SOUTH AFRICA,HIGH,693385597.6473999,2.0837827387279173,9.0,True,2025-09-30
MTN GROUP (SOUTH AFRICA),506377219.36666656,145.0,90,0.7,1033422896.6666666,1033422896.6666666,206684579.33333334,21.0,0,13,515324050.0,2514870600.0000005,2025-09-30,SOUTH AFRICA,HIGH,506377219.36666656,1.5217796743708534,10.0,True,2025-09-30
