Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),2255723166.6666665,358.0,90,0.7,4603516666.666667,4603516666.666667,920703333.3333335,21.0,0,10,8419050000.0,48847191600.00001,2023-08-31,SOUTH AFRICA,HIGH,2255723166.6666665,5.0,1.0,True,2023-08-31
NASPERS (SOUTH AFRICA),796518609.8333331,643.4,90,0.7,1625548183.3333333,1625548183.3333333,325109636.6666667,21.0,0,10,2046623800.0,10733849975.000011,2023-08-31,SOUTH AFRICA,HIGH,796518609.8333331,4.213613030605838,2.0,True,2023-08-31
GRINDROD (SOUTH AFRICA),576543135.3966668,1062.0,90,0.7,1176618643.666667,1176618643.666667,235323728.7333334,21.0,0,10,412264020.0,5560616700.000006,2023-08-31,SOUTH AFRICA,HIGH,576543135.3966668,3.049934600425801,3.0,True,2023-08-31
MTN NIGERIA (NIGERIA),357615368.1333936,274.5,90,0.7333333333333333,664987254.7935005,664987254.7935005,132997450.95870012,22.0,0,6,190715445.0,5767138594.3050165,2023-08-31,NIGERIA,MID,357615368.1333936,5.0,4.0,True,2023-08-31
FIRSTRAND (SOUTH AFRICA),348291400.5666666,73.4,90,0.7,710798776.6666666,710798776.6666666,142159755.33333334,21.0,0,10,599127000.0,2618908661.0000076,2023-08-31,SOUTH AFRICA,HIGH,348291400.5666666,1.8424744453651165,5.0,True,2023-08-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),324251148.64706665,36.7,90,0.7333333333333333,602946350.7900001,602946350.7900001,120589270.15800002,22.0,0,10,396328605.75,3702393305.605994,2023-08-31,NIGERIA,MID,324251148.64706665,5.0,6.0,True,2023-08-31
PROSUS (SOUTH AFRICA),316133517.5387666,602.19,90,0.7,645170443.9566667,645170443.9566667,129034088.79133335,21.0,0,5,910929200.0,5282297591.999939,2023-08-31,SOUTH AFRICA,HIGH,316133517.5387666,1.6723580497275927,7.0,True,2023-08-31
FIRST HOLDCO NIGERIA (NIGERIA),315500395.4694033,16.8,90,0.7333333333333333,586674289.095998,586674289.095998,117334857.81919962,22.0,0,10,93773605.55,4077092589.5399685,2023-08-31,NIGERIA,MID,315500395.4694033,5.0,8.0,True,2023-08-31
ANGLO AMERICAN (SOUTH AFRICA),288568381.24076664,506.99,90,0.7,588915063.7566667,588915063.7566667,117783012.75133334,21.0,0,10,576298500.0,2864917149.0000024,2023-08-31,SOUTH AFRICA,HIGH,288568381.24076664,1.5265374548767303,9.0,True,2023-08-31
STANDARD BANK GROUP (SOUTH AFRICA),278443698.8666666,193.21,90,0.7,568252446.6666666,568252446.6666666,113650489.33333333,21.0,0,10,528872400.0,2058865230.0000048,2023-08-31,SOUTH AFRICA,HIGH,278443698.8666666,1.4729775090630601,10.0,True,2023-08-31
GOLD FIELDS (SOUTH AFRICA),271862545.6852667,242.87,90,0.7,554821521.8066667,554821521.8066667,110964304.36133336,21.0,0,10,227057600.0,1852873326.0000072,2023-08-31,SOUTH AFRICA,HIGH,271862545.6852667,1.4381629642938396,11.0,True,2023-08-31
MTN GROUP (SOUTH AFRICA),269827708.7333333,120.32,90,0.7,550668793.3333334,550668793.3333334,110133758.66666669,21.0,0,10,538216000.0,2626698240.0000114,2023-08-31,SOUTH AFRICA,HIGH,269827708.7333333,1.4273986012394488,12.0,True,2023-08-31
ZENITH BANK NIGERIA (NIGERIA),269139329.31290364,32.9,90,0.7333333333333333,500465695.00333333,500465695.00333333,100093139.00066668,22.0,0,10,346909106.7,4523279801.839495,2023-08-31,NIGERIA,MID,269139329.31290364,5.0,13.0,True,2023-08-31
CAPITEC BANK (SOUTH AFRICA),240714157.71409994,1584.7,90,0.7,491253383.09,491253383.09,98250676.618,21.0,0,10,257288346.7,1657710875.0790017,2023-08-31,SOUTH AFRICA,HIGH,240714157.71409994,1.273386835001472,14.0,True,2023-08-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),233936313.9332333,322.75,90,0.7,477421048.8433333,477421048.8433333,95484209.76866667,21.0,0,10,340912000.0,1780297900.0000014,2023-08-31,SOUTH AFRICA,HIGH,233936313.9332333,1.237531789655518,15.0,True,2023-08-31
BLUE LABEL TELECOMS (SOUTH AFRICA),222161469.78666666,316.0,90,0.7,453390754.6666667,453390754.6666667,90678150.93333334,21.0,0,10,682560000.0,10342487500.000032,2023-08-31,SOUTH AFRICA,HIGH,222161469.78666666,1.1752424267745833,16.0,True,2023-08-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),220957570.16666666,97.46,90,0.7,450933816.6666667,450933816.6666667,90186763.33333334,21.0,0,10,343793400.0,2109603264.000002,2023-08-31,SOUTH AFRICA,HIGH,220957570.16666666,1.1688737530691002,17.0,True,2023-08-31
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),206172694.89471105,14.0,90,0.7333333333333333,383378978.10999995,383378978.10999995,76675795.622,22.0,0,10,94491904.0,1862615804.7059934,2023-08-31,NIGERIA,MID,206172694.89471105,5.0,18.0,True,2023-08-31
ABSA (SOUTH AFRICA),202091619.56666666,182.29,90,0.7,412431876.6666667,412431876.6666667,82486375.33333334,21.0,0,10,370426800.00000006,1992086493.0000079,2023-08-31,SOUTH AFRICA,HIGH,202091619.56666666,1.0690721736690163,19.0,True,2023-08-31
SIBANYE STILLWATER (SOUTH AFRICA),189034589.56666666,28.74,90,0.7,385784876.6666667,385784876.6666667,77156975.33333334,21.0,0,10,311719200.0,2069512706.0000138,2023-08-31,SOUTH AFRICA,HIGH,189034589.56666666,1.0,20.0,True,2023-08-31
SHOPRITE HOLDINGS (SOUTH AFRICA),169903254.69226664,263.83,90,0.7,346741336.1066667,346741336.1066667,69348267.22133334,21.0,0,10,278520000.0,1493563172.0000079,2023-08-31,SOUTH AFRICA,HIGH,169903254.69226664,0.8987945279313393,21.0,True,2023-08-31
BID CORP (SOUTH AFRICA),169902863.53016666,424.83,90,0.7,346740537.81666666,346740537.81666666,69348107.56333333,21.0,0,10,240339753.2,1120709140.9999998,2023-08-31,SOUTH AFRICA,HIGH,169902863.53016666,0.8987924586693017,22.0,True,2023-08-31
BID CORPORATION (SOUTH AFRICA),169902863.53016666,424.83,90,0.7,346740537.81666666,346740537.81666666,69348107.56333333,21.0,0,10,240339753.2,1120709140.9999998,2023-08-31,SOUTH AFRICA,HIGH,169902863.53016666,0.8987924586693017,23.0,True,2023-08-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),163964567.94485775,57.0,90,0.7333333333333333,304892791.633,304892791.633,60978558.32660001,22.0,0,9,89532633.44999999,792769580.6930069,2023-08-31,EGYPT,MID,163964567.94485775,5.0,24.0,True,2023-08-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),163794544.2,74.18,90,0.7,334274580.0,334274580.0,66854916.0,21.0,0,10,208386600.0,1201415250.000004,2023-08-31,SOUTH AFRICA,HIGH,163794544.2,0.8664792225352742,25.0,True,2023-08-31
BHP (SOUTH AFRICA),162108908.43163332,547.0,90,0.7,330834507.00333333,330834507.00333333,66166901.40066667,21.0,0,2,332690110.2,1934678868.9599652,2023-08-31,SOUTH AFRICA,HIGH,162108908.43163332,0.8575621467121102,26.0,True,2023-08-31
GLENCORE (SOUTH AFRICA),161568686.5333333,100.5,90,0.7,329732013.3333333,329732013.3333333,65946402.666666664,21.0,0,10,143766000.0,939712641.0000004,2023-08-31,SOUTH AFRICA,HIGH,161568686.5333333,0.8547043528049824,27.0,True,2023-08-31
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),157029872.83117032,55.0,90,0.7333333333333333,291997697.4133333,291997697.4133333,58399539.482666664,22.0,0,15,13067835.0,653391750.0,2023-08-31,NIGERIA,MID,157029872.83117032,5.0,28.0,True,2023-08-31
MR PRICE (SOUTH AFRICA),151347559.1072667,132.28,90,0.7,308872569.60666674,308872569.60666674,61774513.92133335,21.0,0,10,211317600.0,1036446954.0000027,2023-08-31,SOUTH AFRICA,HIGH,151347559.1072667,0.8006342090842115,29.0,True,2023-08-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),151173342.98989996,629.16,90,0.7,308517026.51,308517026.51,61703405.302,21.0,0,10,431674219.59999996,2118389276.000001,2023-08-31,SOUTH AFRICA,HIGH,151173342.98989996,0.7997125993525422,30.0,True,2023-08-31
FOSCHINI (SOUTH AFRICA),148072103.96066666,104.46,90,0.7,302187967.2666667,302187967.2666667,60437593.45333335,21.0,0,10,172887000.0,850590718.0000021,2023-08-31,SOUTH AFRICA,HIGH,148072103.96066666,0.7833069297005361,31.0,True,2023-08-31
SANLAM (SOUTH AFRICA),123384222.96666664,68.15,90,0.7,251804536.66666666,251804536.66666666,50360907.333333336,21.0,0,10,300030000.0,1332242942.000001,2023-08-31,SOUTH AFRICA,HIGH,123384222.96666664,0.6527071222759093,32.0,True,2023-08-31
PPC (SOUTH AFRICA),116323870.78666665,239.0,90,0.7,237395654.66666666,237395654.66666666,47479130.93333334,21.0,0,10,1071200000.0,12367194900.000029,2023-08-31,SOUTH AFRICA,HIGH,116323870.78666665,0.615357597005509,33.0,True,2023-08-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),108121967.3429,124.5,90,0.7,220657076.21,220657076.21,44131415.242000006,21.0,0,10,106612660.0,845975809.0000001,2023-08-31,SOUTH AFRICA,HIGH,108121967.3429,0.5719692231498654,34.0,True,2023-08-31
FIDELITY BANK NIGERIA (NIGERIA),106272334.57498693,7.05,90,0.7333333333333333,197613845.28406665,197613845.28406665,39522769.05681333,22.0,0,10,17599315.439999998,461555971.0409998,2023-08-31,NIGERIA,MID,106272334.57498693,5.0,35.0,True,2023-08-31
TRANSCORP PLC NIGERIA (NIGERIA),101436033.92498073,6.07,90,0.7333333333333333,188620724.2406667,188620724.2406667,37724144.84813334,22.0,0,14,11342909.75,567145487.5,2023-08-31,NIGERIA,MID,101436033.92498073,5.0,36.0,True,2023-08-31
TRUWORTHS INT (SOUTH AFRICA),97505668.90633331,72.46,90,0.7,198991161.03333333,198991161.03333333,39798232.20666667,21.0,0,10,132989999.99999999,690157708.0000038,2023-08-31,SOUTH AFRICA,HIGH,97505668.90633331,0.515808610105962,37.0,True,2023-08-31
BIDVEST (SOUTH AFRICA),91513807.18853334,284.95,90,0.7,186762871.81333336,186762871.81333336,37352574.362666674,21.0,0,10,182682200.00000003,866931600.0000017,2023-08-31,SOUTH AFRICA,HIGH,91513807.18853334,0.4841114390668658,38.0,True,2023-08-31
