Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
NASPERS (SOUTH AFRICA),OK,136090205.4723274,40.6705997237473,86,136090205.4723274,136090205.4723274,27218041.094465483,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,136090205.4723274,1.0,True,2024-07-31
FIRSTRAND (SOUTH AFRICA),OK,71230575.15953735,4.383787170268232,86,71230575.15953735,71230575.15953735,14246115.031907469,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,71230575.15953735,2.0,True,2024-07-31
CAPITEC BANK (SOUTH AFRICA),OK,46493902.03751482,149.8696550147618,86,46493902.03751482,46493902.03751482,9298780.407502964,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,46493902.03751482,3.0,True,2024-07-31
ANGLO AMERICAN (SOUTH AFRICA),OK,45736598.849971615,32.86415219323323,86,45736598.849971615,45736598.849971615,9147319.769994324,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,45736598.849971615,4.0,True,2024-07-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,44470706.90498788,12.01750550538681,86,44470706.90498788,44470706.90498788,8894141.380997576,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,44470706.90498788,5.0,True,2024-07-31
PROSUS (SOUTH AFRICA),OK,43868390.68076656,37.08889168853334,86,43868390.68076656,43868390.68076656,8773678.136153312,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,43868390.68076656,6.0,True,2024-07-31
ABSA (SOUTH AFRICA),OK,39660608.34468321,9.03265379881666,86,39660608.34468321,39660608.34468321,7932121.668936642,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,39660608.34468321,7.0,True,2024-07-31
GOLD FIELDS (SOUTH AFRICA),OK,37389341.34683706,15.58667214687568,86,37389341.34683706,37389341.34683706,7477868.269367412,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,37389341.34683706,8.0,True,2024-07-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,29643117.630126588,26.20980269537353,86,29643117.630126588,29643117.630126588,5928623.526025318,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,29643117.630126588,9.0,True,2024-07-31
BHP (SOUTH AFRICA),OK,26553465.495345216,29.71740249493926,86,26553465.495345216,26553465.495345216,5310693.099069044,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,26553465.495345216,10.0,True,2024-07-31
MTN GROUP (SOUTH AFRICA),OK,26392287.27920528,4.842118104584962,86,26392287.27920528,26392287.27920528,5278457.455841057,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,26392287.27920528,11.0,True,2024-07-31
BID CORP (SOUTH AFRICA),OK,25449086.00206254,24.22028159989419,86,25449086.00206254,25449086.00206254,5089817.200412508,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,25449086.00206254,12.0,True,2024-07-31
BID CORPORATION (SOUTH AFRICA),OK,25449086.00206254,24.22028159989419,86,25449086.00206254,25449086.00206254,5089817.200412508,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,25449086.00206254,13.0,True,2024-07-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,24734294.91055911,5.174465038299705,86,24734294.91055911,24734294.91055911,4946858.982111822,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,24734294.91055911,14.0,True,2024-07-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,23870761.797162157,16.19150936243544,86,23870761.797162157,23870761.797162157,4774152.359432432,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,23870761.797162157,15.0,True,2024-07-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,22257474.612322725,32.01931830684343,86,22257474.612322725,22257474.612322725,4451494.922464545,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,22257474.612322725,16.0,True,2024-07-31
SANLAM (SOUTH AFRICA),OK,21471765.26519738,4.612952637426597,86,21471765.26519738,21471765.26519738,4294353.053039476,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,21471765.26519738,17.0,True,2024-07-31
BIDVEST (SOUTH AFRICA),OK,21057006.417987287,16.21488195983219,86,21057006.417987287,21057006.417987287,4211401.283597457,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,21057006.417987287,18.0,True,2024-07-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,17735576.881389894,9.579914615911266,86,17735576.881389894,17735576.881389894,3547115.376277979,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,17735576.881389894,19.0,True,2024-07-31
PEPKOR HOLDINGS LTD (SOUTH AFRICA),OK,15707918.503045714,1.067728656685617,83,15707918.503045714,15707918.503045714,3141583.700609143,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,15707918.503045714,20.0,True,2024-07-31
CLICKS (SOUTH AFRICA),OK,15657003.576647967,19.63070155986435,86,15657003.576647967,15657003.576647967,3131400.7153295935,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,15657003.576647967,21.0,True,2024-07-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,15371263.652970016,7.678183276507517,86,15371263.652970016,15371263.652970016,3074252.7305940036,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,15371263.652970016,22.0,True,2024-07-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,15133731.198038775,1.124164928448498,86,15133731.198038775,15133731.198038775,3026746.239607755,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,15133731.198038775,23.0,True,2024-07-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,14656865.548745047,13.30014804545229,86,14656865.548745047,14656865.548745047,2931373.10974901,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,14656865.548745047,24.0,True,2024-07-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,14293545.548368087,3.521851383344231,86,14293545.548368087,14293545.548368087,2858709.1096736174,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,14293545.548368087,25.0,True,2024-07-31
MONDI (SOUTH AFRICA),OK,14056252.606233325,20.06622996013547,86,14056252.606233325,14056252.606233325,2811250.521246665,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,14056252.606233325,26.0,True,2024-07-31
GLENCORE (SOUTH AFRICA),OK,13835796.97518232,5.948041005796973,86,13835796.97518232,13835796.97518232,2767159.3950364646,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,13835796.97518232,27.0,True,2024-07-31
MR PRICE (SOUTH AFRICA),OK,13808434.275611466,11.73874452667925,86,13808434.275611466,13808434.275611466,2761686.8551222933,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,13808434.275611466,28.0,True,2024-07-31
FOSCHINI (SOUTH AFRICA),OK,12889063.177864883,7.268877790388846,86,12889063.177864883,12889063.177864883,2577812.635572977,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,12889063.177864883,29.0,True,2024-07-31
REMGRO (SOUTH AFRICA),OK,12543543.592860067,7.757992145667147,86,12543543.592860067,12543543.592860067,2508708.7185720135,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,12543543.592860067,30.0,True,2024-07-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,12140751.648166675,7.256906460014901,86,12140751.648166675,12140751.648166675,2428150.329633335,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,12140751.648166675,31.0,True,2024-07-31
OLD MUTUAL (SOUTH AFRICA),OK,10435866.53063206,0.706308492062723,86,10435866.53063206,10435866.53063206,2087173.306126412,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,10435866.53063206,32.0,True,2024-07-31
VODACOM (SOUTH AFRICA),OK,10207948.590719184,5.558687736968209,86,10207948.590719184,10207948.590719184,2041589.7181438368,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,10207948.590719184,33.0,True,2024-07-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,8220135.326920067,0.6943371616887783,86,8220135.326920067,8220135.326920067,1644027.0653840136,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,8220135.326920067,34.0,True,2024-07-31
REINET INVEST (SOUTH AFRICA),OK,7881478.889574294,26.19441098489275,86,7881478.889574294,7881478.889574294,1576295.777914859,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,7881478.889574294,35.0,True,2024-07-31
INVESTEC (SOUTH AFRICA),OK,7730005.205220322,7.541938135585007,86,7730005.205220322,7730005.205220322,1546001.0410440646,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,7730005.205220322,36.0,True,2024-07-31
KUMBA IRON ORE (SOUTH AFRICA),OK,7341227.8791616075,25.06169510617715,86,7341227.8791616075,7341227.8791616075,1468245.5758323215,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,7341227.8791616075,37.0,True,2024-07-31
TRUWORTHS INT (SOUTH AFRICA),OK,6163356.189958556,5.3175509394359,86,6163356.189958556,6163356.189958556,1232671.2379917111,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,6163356.189958556,38.0,True,2024-07-31
EXXARO RESOURCES (SOUTH AFRICA),OK,5845112.763298155,10.14712765029578,86,5845112.763298155,5845112.763298155,1169022.552659631,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,5845112.763298155,39.0,True,2024-07-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,5758744.506748278,12.94043807088282,86,5758744.506748278,5758744.506748278,1151748.9013496556,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,5758744.506748278,40.0,True,2024-07-31
OUTSURANCE (SOUTH AFRICA),OK,4968223.529384821,2.629132175458659,86,4968223.529384821,4968223.529384821,993644.7058769641,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,4968223.529384821,41.0,True,2024-07-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,4450311.306006131,0.2291654671583653,86,4450311.306006131,4450311.306006131,890062.2612012262,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,4450311.306006131,42.0,True,2024-07-31
SPAR (SOUTH AFRICA),OK,4389668.9681333555,6.747839887446692,86,4389668.9681333555,4389668.9681333555,877933.7936266712,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,4389668.9681333555,43.0,True,2024-07-31
BANQUE CENTRALE POPULAIRE MOROCCO (MOROCCO),OK,4353418.168032279,30.72702742065394,83,4353418.168032279,4353418.168032279,870683.6336064559,30,,,,,2024-07-31,2024-06-30,2024-07-31,MOROCCO,MID,4353418.168032279,44.0,True,2024-07-31
TIGER BRANDS (SOUTH AFRICA),OK,3102108.9610935813,11.3425504976368,86,3102108.9610935813,3102108.9610935813,620421.7922187162,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,3102108.9610935813,45.0,True,2024-07-31
AVI (SOUTH AFRICA),OK,2964210.3303825553,5.257694287566177,86,2964210.3303825553,2964210.3303825553,592842.066076511,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,2964210.3303825553,46.0,True,2024-07-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,2881675.9302638103,0.7325314062151727,86,2881675.9302638103,2881675.9302638103,576335.1860527621,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,2881675.9302638103,47.0,True,2024-07-31
QUILTER (SOUTH AFRICA),OK,2733403.698190662,1.573944912498126,86,2733403.698190662,2733403.698190662,546680.7396381324,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,2733403.698190662,48.0,True,2024-07-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,2307965.309243232,53.51277917346995,83,2307965.309243232,2307965.309243232,461593.06184864644,30,,,,,2024-07-31,2024-06-30,2024-07-31,MOROCCO,MID,2307965.309243232,49.0,True,2024-07-31
THUNGELA RESOURSES (SOUTH AFRICA),OK,1979507.2818025134,6.353926111808804,83,1979507.2818025134,1979507.2818025134,395901.4563605027,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,1979507.2818025134,50.0,True,2024-07-31
MAROC TELECOM MOROCCO (MOROCCO),OK,1519639.0352443706,9.394581018814803,83,1519639.0352443706,1519639.0352443706,303927.80704887415,30,,,,,2024-07-31,2024-06-30,2024-07-31,MOROCCO,MID,1519639.0352443706,51.0,True,2024-07-31
PSG KONSULT (SOUTH AFRICA),OK,1430868.473156953,0.9884898508771279,86,1430868.473156953,1430868.473156953,286173.6946313906,30,,,,,2024-07-31,2024-06-30,2024-07-31,SOUTH AFRICA,HIGH,1430868.473156953,52.0,True,2024-07-31
TAQA MOROCCO (MOROCCO),OK,1337571.180217262,134.9497825907099,81,1337571.180217262,1337571.180217262,267514.2360434524,30,,,,,2024-07-31,2024-06-30,2024-07-31,MOROCCO,MID,1337571.180217262,53.0,True,2024-07-31
MARSA MAROC MOROCCO (MOROCCO),OK,1311440.524399805,32.38794782177037,83,1311440.524399805,1311440.524399805,262288.10487996106,30,,,,,2024-07-31,2024-06-30,2024-07-31,MOROCCO,MID,1311440.524399805,54.0,True,2024-07-31
SAFARICOM KENYA (KENYA),OK,1027874.084990004,0.1348927875243665,83,1027874.084990004,1027874.084990004,205574.8169980008,30,,,,,2024-07-31,2024-06-30,2024-07-31,KENYA,MID,1027874.084990004,55.0,True,2024-07-31
