Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
PPC (SOUTH AFRICA),1768721371.851852,299.0,90,0.6333333333333333,4409554666.666667,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,1768721371.851852,5.0,1.0,True,2021-04-30
NASPERS (SOUTH AFRICA),1479390836.8925927,662.08,90,0.6333333333333333,3688232003.3333335,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,1479390836.8925927,5.0,2.0,True,2021-04-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),435457567.17481476,30.1,90,0.6666666666666666,979779526.1433333,,,20.0,2021-04-30,NIGERIA,MID,435457567.17481476,5.0,3.0,True,2021-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),380156658.60296285,271.53,90,0.6333333333333333,947758982.6666665,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,380156658.60296285,2.56655678802522,4.0,True,2021-04-30
SIBANYE STILLWATER (SOUTH AFRICA),374094030.2185185,67.72,90,0.6333333333333333,932644396.6666666,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,374094030.2185185,2.525626083061241,5.0,True,2021-04-30
TANZANIA CIGARETTE COMPANY (TANZANIA),303726624.0,17000.0,90,0.6,843685066.6666666,,,18.0,2021-04-30,TANZANIA,LOW,303726624.0,5.0,6.0,True,2021-04-30
MTN NIGERIA (NIGERIA),280242215.2501111,174.9,90,0.6666666666666666,630544984.31275,,,20.0,2021-04-30,NIGERIA,MID,280242215.2501111,5.0,7.0,True,2021-04-30
PROSUS (SOUTH AFRICA),275753350.3014593,724.93,90,0.6333333333333333,687473726.5133334,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,275753350.3014593,1.8616973214089347,8.0,True,2021-04-30
ANGLO AMERICAN (SOUTH AFRICA),241064228.52739254,598.98,90,0.6333333333333333,600991151.4533333,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,241064228.52739254,1.6275001846626085,9.0,True,2021-04-30
BLUE LABEL TELECOMS (SOUTH AFRICA),239291830.12185183,430.0,90,0.6333333333333333,596572429.6666666,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,239291830.12185183,1.6155341673487396,10.0,True,2021-04-30
FIRSTRAND (SOUTH AFRICA),238638890.89259258,50.0,90,0.6333333333333333,594944603.3333334,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,238638890.89259258,1.6111259699040816,11.0,True,2021-04-30
MTN GROUP (SOUTH AFRICA),224473722.86666664,91.62,90,0.6333333333333333,559629780.0,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,224473722.86666664,1.515492479531819,12.0,True,2021-04-30
STANDARD BANK GROUP (SOUTH AFRICA),208960024.63333333,118.01,90,0.6333333333333333,520952970.0,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,208960024.63333333,1.4107546389414183,13.0,True,2021-04-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),188955865.95272592,300.2,90,0.6333333333333333,471081106.25333333,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,188955865.95272592,1.275700292033166,14.0,True,2021-04-30
EASTERN TOBACCO EGYPT (EGYPT),187798923.25629628,233.2,90,0.6666666666666666,422547577.32666665,,,20.0,2021-04-30,EGYPT,MID,187798923.25629628,5.0,15.0,True,2021-04-30
ZENITH BANK NIGERIA (NIGERIA),185445596.25703698,22.25,90,0.6666666666666666,417252591.57833326,,,20.0,2021-04-30,NIGERIA,MID,185445596.25703698,5.0,16.0,True,2021-04-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),169403112.69197774,537.1,90,0.6333333333333333,422334629.97999996,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,169403112.69197774,1.1436935246379194,17.0,True,2021-04-30
ABSA (SOUTH AFRICA),150490440.35925925,122.45,90,0.6333333333333333,375183923.3333333,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,150490440.35925925,1.0160081442644264,18.0,True,2021-04-30
GOLD FIELDS (SOUTH AFRICA),145748209.31851852,137.2,90,0.6333333333333333,363361186.6666667,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,145748209.31851852,0.9839918557355737,19.0,True,2021-04-30
SANLAM (SOUTH AFRICA),136071096.24444443,56.02,90,0.6333333333333333,339235420.0,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,136071096.24444443,0.9186586314274019,20.0,True,2021-04-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),131555357.8040955,249.99,90,0.6333333333333333,327977346.3259999,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,131555357.8040955,0.8881714654532068,21.0,True,2021-04-30
NMB BANK TANZANIA (TANZANIA),127739345.75999999,2340.0,90,0.6,354831516.0,,,18.0,2021-04-30,TANZANIA,LOW,127739345.75999999,5.0,22.0,True,2021-04-30
SAFARICOM KENYA (KENYA),123872025.09037036,40.35,90,0.6666666666666666,278712056.4533333,,,20.0,2021-04-30,KENYA,MID,123872025.09037036,5.0,23.0,True,2021-04-30
SONATEL SENEGAL (SENEGAL),117607303.44999999,13845.0,90,0.7,240014905.0,,,21.0,2021-04-30,SENEGAL,LOW,117607303.44999999,5.0,24.0,True,2021-04-30
SHOPRITE HOLDINGS (SOUTH AFRICA),113444935.56574073,144.59,90,0.6333333333333333,282826709.1666667,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,113444935.56574073,0.7659023269862735,25.0,True,2021-04-30
CLICKS (SOUTH AFRICA),101306462.57882962,242.2,90,0.6333333333333333,252564588.14666665,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,101306462.57882962,0.6839516902269291,26.0,True,2021-04-30
BID CORP (SOUTH AFRICA),97881540.82227777,285.92,90,0.6333333333333333,244026002.05,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,97881540.82227777,0.6608289696752578,27.0,True,2021-04-30
MR PRICE (SOUTH AFRICA),88238105.72834073,181.86,90,0.6333333333333333,219984197.10666665,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,88238105.72834073,0.5957231159696302,28.0,True,2021-04-30
GLENCORE (SOUTH AFRICA),84588977.36619258,57.0,90,0.6333333333333333,210886647.17333332,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,84588977.36619258,0.5710867063308653,29.0,True,2021-04-30
DISCOVERY HOLDINGS (SOUTH AFRICA),83278112.69545184,132.0,90,0.6333333333333333,207618563.50666666,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,83278112.69545184,0.5622366479595718,30.0,True,2021-04-30
VODACOM (SOUTH AFRICA),79675333.58859259,125.73,90,0.6333333333333333,198636565.73333332,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,79675333.58859259,0.5379131566745688,31.0,True,2021-04-30
CAPITEC BANK (SOUTH AFRICA),77868705.11224444,737.975,90,0.6333333333333333,194132505.82000002,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,77868705.11224444,0.5257160414209499,32.0,True,2021-04-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),77765053.5742037,161.5,90,0.6333333333333333,193874094.78333333,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,77765053.5742037,0.5250162573910572,33.0,True,2021-04-30
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),72746140.85555555,66.07,90,0.6333333333333333,181361570.0,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,72746140.85555555,0.4911320041100807,34.0,True,2021-04-30
WOOLWORTHS HOLDINGS (SOUTH AFRICA),70292093.6074074,49.16,90,0.6333333333333333,175243446.66666666,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,70292093.6074074,0.47456396175087173,35.0,True,2021-04-30
GRINDROD (SOUTH AFRICA),69962112.43881482,448.0,90,0.6333333333333333,174420778.93333334,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,69962112.43881482,0.47233615542680485,36.0,True,2021-04-30
OLD MUTUAL (SOUTH AFRICA),69172186.03703703,10.83,90,0.6333333333333333,172451433.33333334,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,69172186.03703703,0.4670031146325871,37.0,True,2021-04-30
FIRST HOLDCO NIGERIA (NIGERIA),68879400.20814815,6.9,90,0.6666666666666666,154978650.46833333,,,20.0,2021-04-30,NIGERIA,MID,68879400.20814815,4.644262744067433,38.0,True,2021-04-30
BIDVEST (SOUTH AFRICA),68616347.90856296,167.49,90,0.6333333333333333,171065687.30666667,,,19.0,2021-04-30,SOUTH AFRICA,HIGH,68616347.90856296,0.4632504771622323,39.0,True,2021-04-30
