Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
NASPERS (SOUTH AFRICA),OK,164766980.31574208,31.35930377123912,85,164766980.31574208,164766980.31574208,32953396.063148417,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,164766980.31574208,1.0,True,2019-04-30
STANDARD BANK GROUP (SOUTH AFRICA),OK,53461368.561961725,12.7938941842796,85,53461368.561961725,53461368.561961725,10692273.712392345,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,53461368.561961725,2.0,True,2019-04-30
FIRSTRAND (SOUTH AFRICA),OK,52484759.90528171,4.260256941566515,85,52484759.90528171,52484759.90528171,10496951.981056342,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,52484759.90528171,3.0,True,2019-04-30
ANGLO AMERICAN (SOUTH AFRICA),OK,46971426.32578607,25.81157618455588,85,46971426.32578607,46971426.32578607,9394285.265157213,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,46971426.32578607,4.0,True,2019-04-30
ABSA (SOUTH AFRICA),OK,39256840.71274003,10.50559469539992,85,39256840.71274003,39256840.71274003,7851368.142548006,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,39256840.71274003,5.0,True,2019-04-30
MTN GROUP (SOUTH AFRICA),OK,36279828.77720594,6.1210111893908,85,36279828.77720594,36279828.77720594,7255965.755441188,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,36279828.77720594,6.0,True,2019-04-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,34587654.44781007,41.29506837961044,85,34587654.44781007,34587654.44781007,6917530.8895620145,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,34587654.44781007,7.0,True,2019-04-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,30623291.914544035,4.213289128332643,85,30623291.914544035,30623291.914544035,6124658.382908807,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,30623291.914544035,8.0,True,2019-04-30
SANLAM (SOUTH AFRICA),OK,29171105.996075947,5.094626329603537,85,29171105.996075947,29171105.996075947,5834221.19921519,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,29171105.996075947,9.0,True,2019-04-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,26677442.079478726,13.23318137864346,85,26677442.079478726,26677442.079478726,5335488.415895745,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,26677442.079478726,10.0,True,2019-04-30
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,25374652.943885196,10.95524243680066,85,25374652.943885196,25374652.943885196,5074930.588777039,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,25374652.943885196,11.0,True,2019-04-30
CAPITEC BANK (SOUTH AFRICA),OK,22936011.52423829,92.5887553529493,85,22936011.52423829,22936011.52423829,4587202.304847658,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,22936011.52423829,12.0,True,2019-04-30
OLD MUTUAL (SOUTH AFRICA),OK,22845773.440358356,1.292305567067275,85,22845773.440358356,22845773.440358356,4569154.688071671,30,,,,,2019-04-30,2019-03-31,2019-04-30,SOUTH AFRICA,HIGH,22845773.440358356,13.0,True,2019-04-30
