Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,431283654.4766839,1023.42844404815,86,431283654.4766839,431283654.4766839,86256730.89533679,30,,,,,2023-10-31,2023-09-30,2023-10-31,ZIMBABWE,LOW,431283654.4766839,1.0,True,2023-10-31
NASPERS (SOUTH AFRICA),OK,82256771.68328625,32.00270360464754,87,82256771.68328625,82256771.68328625,16451354.33665725,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,82256771.68328625,2.0,True,2023-10-31
FIRSTRAND (SOUTH AFRICA),OK,52283739.64094641,3.37739031282377,87,52283739.64094641,52283739.64094641,10456747.928189283,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,52283739.64094641,3.0,True,2023-10-31
PROSUS (SOUTH AFRICA),OK,39419882.79798837,29.51117749069314,87,39419882.79798837,39419882.79798837,7883976.559597675,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,39419882.79798837,4.0,True,2023-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,38089511.5803125,27.78017240239495,87,38089511.5803125,38089511.5803125,7617902.3160625,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,38089511.5803125,5.0,True,2023-10-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,37603750.97342589,9.716475857688428,87,37603750.97342589,37603750.97342589,7520750.194685178,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,37603750.97342589,6.0,True,2023-10-31
GOLD FIELDS (SOUTH AFRICA),OK,30850820.77102973,10.85831514446991,87,30850820.77102973,30850820.77102973,6170164.154205946,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,30850820.77102973,7.0,True,2023-10-31
MTN GROUP (SOUTH AFRICA),OK,30411199.568750083,5.968344766710968,87,30411199.568750083,30411199.568750083,6082239.913750017,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,30411199.568750083,8.0,True,2023-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,27017605.605980575,5.228449832849325,87,27017605.605980575,27017605.605980575,5403521.121196115,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,27017605.605980575,9.0,True,2023-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,26780997.320238803,16.11585305549106,87,26780997.320238803,26780997.320238803,5356199.464047761,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,26780997.320238803,10.0,True,2023-10-31
CAPITEC BANK (SOUTH AFRICA),OK,26572251.423282206,90.77225674301316,87,26572251.423282206,26572251.423282206,5314450.284656442,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,26572251.423282206,11.0,True,2023-10-31
ABSA (SOUTH AFRICA),OK,24317134.27129999,9.246306739601938,87,24317134.27129999,24317134.27129999,4863426.854259999,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,24317134.27129999,12.0,True,2023-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,22674864.244727753,31.38868071814763,87,22674864.244727753,22674864.244727753,4534972.848945551,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,22674864.244727753,13.0,True,2023-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,21297088.003411107,1.545899136295628,87,21297088.003411107,21297088.003411107,4259417.600682221,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,21297088.003411107,14.0,True,2023-10-31
MR PRICE (SOUTH AFRICA),OK,20048899.411093134,7.348706294501453,87,20048899.411093134,20048899.411093134,4009779.8822186273,30,,,,,2023-10-31,2023-09-30,2023-10-31,SOUTH AFRICA,HIGH,20048899.411093134,15.0,True,2023-10-31
