Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
NASPERS (SOUTH AFRICA),OK,101305603.54083085,19.42485197590704,85,101305603.54083085,101305603.54083085,20261120.70816617,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,101305603.54083085,1.0,True,2017-01-31
REINET INVEST (SOUTH AFRICA),OK,64028283.27734955,19.57826374405073,85,64028283.27734955,64028283.27734955,12805656.65546991,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,64028283.27734955,2.0,True,2017-01-31
MTN GROUP (SOUTH AFRICA),OK,55361342.36199477,9.21712513651821,85,55361342.36199477,55361342.36199477,11072268.472398955,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,55361342.36199477,3.0,True,2017-01-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,43803547.26808513,11.0858265789541,85,43803547.26808513,43803547.26808513,8760709.453617027,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,43803547.26808513,4.0,True,2017-01-31
FIRSTRAND (SOUTH AFRICA),OK,42384413.11766922,3.805342382192547,85,42384413.11766922,42384413.11766922,8476882.623533843,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,42384413.11766922,5.0,True,2017-01-31
ANGLO AMERICAN (SOUTH AFRICA),OK,42250657.990342446,13.80486753624353,85,42250657.990342446,42250657.990342446,8450131.598068489,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,42250657.990342446,6.0,True,2017-01-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,41811185.53831712,5.188239892173442,85,41811185.53831712,41811185.53831712,8362237.107663425,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,41811185.53831712,7.0,True,2017-01-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,31433262.292827785,56.87996990207215,85,31433262.292827785,31433262.292827785,6286652.458565557,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,31433262.292827785,8.0,True,2017-01-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,26089511.148332212,20.71643295723099,85,26089511.148332212,26089511.148332212,5217902.229666443,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,26089511.148332212,9.0,True,2017-01-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,24762094.84342136,12.52570560281693,85,24762094.84342136,24762094.84342136,4952418.968684272,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,24762094.84342136,10.0,True,2017-01-31
SANLAM (SOUTH AFRICA),OK,22711344.731028866,4.595047722017876,85,22711344.731028866,22711344.731028866,4542268.946205773,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,22711344.731028866,11.0,True,2017-01-31
ABSA (SOUTH AFRICA),OK,20758429.76193236,12.32334817531312,85,20758429.76193236,20758429.76193236,4151685.952386472,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,20758429.76193236,12.0,True,2017-01-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,20591767.004185624,11.14646075398231,85,20591767.004185624,20591767.004185624,4118353.4008371253,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,20591767.004185624,13.0,True,2017-01-31
VODACOM (SOUTH AFRICA),OK,19896448.077804226,11.08071285334931,85,19896448.077804226,19896448.077804226,3979289.6155608455,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,19896448.077804226,14.0,True,2017-01-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,16074882.123070752,1.157893583370164,85,16074882.123070752,16074882.123070752,3214976.4246141505,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,16074882.123070752,15.0,True,2017-01-31
MR PRICE (SOUTH AFRICA),OK,15580781.2709589,11.65564171777348,85,15580781.2709589,15580781.2709589,3116156.2541917805,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,15580781.2709589,16.0,True,2017-01-31
BIDVEST (SOUTH AFRICA),OK,15453641.508889977,13.24089665525819,85,15453641.508889977,15453641.508889977,3090728.3017779957,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,15453641.508889977,17.0,True,2017-01-31
TIGER BRANDS (SOUTH AFRICA),OK,15178009.183723342,26.42554232886369,85,15178009.183723342,15178009.183723342,3035601.8367446684,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,15178009.183723342,18.0,True,2017-01-31
FOSCHINI (SOUTH AFRICA),OK,15052280.693760276,10.18434980805266,85,15052280.693760276,15052280.693760276,3010456.1387520554,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,15052280.693760276,19.0,True,2017-01-31
REMGRO (SOUTH AFRICA),OK,14566459.001030741,11.67536608796338,85,14566459.001030741,14566459.001030741,2913291.8002061485,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,14566459.001030741,20.0,True,2017-01-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,13559833.030560868,3.122294747838538,85,13559833.030560868,13559833.030560868,2711966.6061121738,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,13559833.030560868,21.0,True,2017-01-31
TRUWORTHS INT (SOUTH AFRICA),OK,12812137.278610399,5.820150270479558,85,12812137.278610399,12812137.278610399,2562427.45572208,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,12812137.278610399,22.0,True,2017-01-31
GOLD FIELDS (SOUTH AFRICA),OK,12503494.46625242,3.184389987325266,85,12503494.46625242,12503494.46625242,2500698.893250484,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,12503494.46625242,23.0,True,2017-01-31
SPAR (SOUTH AFRICA),OK,11710742.523315793,14.50690900855819,85,11710742.523315793,11710742.523315793,2342148.5046631587,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,11710742.523315793,24.0,True,2017-01-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,11155065.433038501,1.891347941542811,85,11155065.433038501,11155065.433038501,2231013.0866077,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,11155065.433038501,25.0,True,2017-01-31
MONDI (SOUTH AFRICA),OK,10707106.39025896,19.41827718584375,85,10707106.39025896,10707106.39025896,2141421.278051792,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,10707106.39025896,26.0,True,2017-01-31
OLD MUTUAL (SOUTH AFRICA),OK,10663156.707236001,1.162276776745698,85,10663156.707236001,10663156.707236001,2132631.3414472,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,10663156.707236001,27.0,True,2017-01-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,10339581.318213819,8.364594024976896,85,10339581.318213819,10339581.318213819,2067916.2636427637,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,10339581.318213819,28.0,True,2017-01-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,9409907.878703643,0.8174655645370433,85,9409907.878703643,9409907.878703643,1881981.5757407285,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,9409907.878703643,29.0,True,2017-01-31
GLENCORE (SOUTH AFRICA),OK,8836540.499340583,3.264018000314129,85,8836540.499340583,8836540.499340583,1767308.0998681167,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,8836540.499340583,30.0,True,2017-01-31
INVESTEC (SOUTH AFRICA),OK,7907289.537579068,4.825895906462653,85,7907289.537579068,7907289.537579068,1581457.9075158136,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,7907289.537579068,31.0,True,2017-01-31
ATTIJARIWAFA BANK MOROCCO (MOROCCO),OK,7762221.3307792265,40.88299346664027,83,7762221.3307792265,7762221.3307792265,1552444.2661558455,30,,,,,2017-01-31,2016-12-31,2017-01-31,MOROCCO,MID,7762221.3307792265,32.0,True,2017-01-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,7706879.811957801,1.438417959404324,85,7706879.811957801,7706879.811957801,1541375.9623915602,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,7706879.811957801,33.0,True,2017-01-31
KUMBA IRON ORE (SOUTH AFRICA),OK,6898179.504703716,11.61546244516442,85,6898179.504703716,6898179.504703716,1379635.9009407433,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,6898179.504703716,34.0,True,2017-01-31
CAPITEC BANK (SOUTH AFRICA),OK,6857681.269077064,50.41475967315988,85,6857681.269077064,6857681.269077064,1371536.2538154128,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,6857681.269077064,35.0,True,2017-01-31
TALAAT MOUSTAFA GROUP EGYPT (EGYPT),OK,5947132.529910448,0.5043223686027564,82,5947132.529910448,5947132.529910448,1189426.5059820896,30,,,,,2017-01-31,2016-12-31,2017-01-31,EGYPT,MID,5947132.529910448,36.0,True,2017-01-31
AVI (SOUTH AFRICA),OK,5850025.837303204,6.276002381535067,85,5850025.837303204,5850025.837303204,1170005.167460641,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,5850025.837303204,37.0,True,2017-01-31
CLICKS (SOUTH AFRICA),OK,5635507.175256381,8.43764724790246,85,5635507.175256381,5635507.175256381,1127101.435051276,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,5635507.175256381,38.0,True,2017-01-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,5294142.069577136,4.036788466318668,82,5294142.069577136,5294142.069577136,1058828.4139154272,30,,,,,2017-01-31,2016-12-31,2017-01-31,EGYPT,MID,5294142.069577136,39.0,True,2017-01-31
EFG HOLDING EGYPT (EGYPT),OK,5236545.349909957,1.410224542215594,82,5236545.349909957,5236545.349909957,1047309.0699819913,30,,,,,2017-01-31,2016-12-31,2017-01-31,EGYPT,MID,5236545.349909957,40.0,True,2017-01-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,5053680.226230526,2.303368118842983,85,5053680.226230526,5053680.226230526,1010736.0452461053,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,5053680.226230526,41.0,True,2017-01-31
EXXARO RESOURCES (SOUTH AFRICA),OK,5016354.061403775,5.419818608847475,85,5016354.061403775,5016354.061403775,1003270.812280755,30,,,,,2017-01-31,2016-12-31,2017-01-31,SOUTH AFRICA,HIGH,5016354.061403775,42.0,True,2017-01-31
