Date,High Risk
2022-06-08,2861.8519708977715
2022-06-09,2860.8359821728086
2022-06-10,2865.439910140576
2022-06-12,2855.1895408072673
2022-06-13,2844.908572974916
2022-06-14,2823.490695913207
2022-06-15,2825.6142871722
2022-06-16,2812.3988536121856
2022-06-17,2795.18112010592
2022-06-19,2785.58295258649
2022-06-20,2790.0848206367928
2022-06-21,2776.3416919279657
2022-06-22,2777.6373533376836
2022-06-23,2758.874296339958
2022-06-24,2766.9043094200088
2022-06-26,2759.8579541488184
2022-06-27,2737.450709780816
2022-06-28,2730.068967624334
2022-06-29,2739.9331091405957
2022-06-30,2735.7533277441917
2022-07-01,2735.7533277441917
2022-07-04,2706.8014588698456
2022-07-05,2708.337067355605
2022-07-06,2711.6536049382976
2022-07-07,2731.8135172062434
2022-07-08,2740.8629677482454
2022-07-11,2740.1913663999044
2022-07-12,2750.3926790513246
2022-07-13,2747.6132577402213
2022-07-14,2742.431617840973
2022-07-15,2748.1566746672684
2022-07-17,2744.40712833408
2022-07-18,2759.0137157001172
2022-07-19,2771.9338808217726
2022-07-20,2773.1791042945088
2022-07-21,2793.7300349706347
2022-07-22,2792.316383858264
2022-07-24,2796.498264413017
2022-07-25,2798.406791183606
2022-07-26,2784.513927324558
2022-07-27,2757.987455305199
2022-07-28,2750.4733885844266
2022-07-29,2748.794864022554
2022-07-31,2751.611931207027
2022-08-01,2751.611931207027
2022-08-02,2762.5179677230485
2022-08-03,2783.9247245510423
2022-08-04,2814.5864089745837
2022-08-05,2820.9462407471697
2022-08-07,2834.2374772562575
2022-08-08,2846.2183712184615
2022-08-09,2853.3777213768003
2022-08-10,2858.987494484262
2022-08-11,2864.125680821044
2022-08-12,2868.3090658628803
2022-08-14,2882.697424355141
2022-08-15,2867.344043021135
2022-08-16,2861.9288394368177
2022-08-17,2876.3747479555377
2022-08-18,2862.630741242999
2022-08-19,2865.200670271389
2022-08-21,2877.1736381568608
2022-08-22,2871.4562376329254
2022-08-23,2863.6432450369552
2022-08-24,2873.0500841431417
2022-08-25,2888.3952082757605
2022-08-26,2901.575898736794
2022-08-28,2917.53223495297
2022-08-29,2909.801896088071
2022-08-30,2907.231878364006
2022-08-31,2914.864855704733
2022-09-01,2914.864855704733
2022-09-02,2919.8642178750033
2022-09-04,2924.125447599715
2022-09-05,2924.033388477815
2022-09-06,2961.623280370288
2022-09-07,2944.39511655488
2022-09-08,2945.2176545601437
2022-09-09,2933.1018017034735
2022-09-11,2940.515180941032
2022-09-12,2941.855939218884
2022-09-13,2942.8798036138583
2022-09-14,2936.540155578836
2022-09-15,2928.8919154474224
2022-09-16,2936.2300251107167
2022-09-18,2917.019612773383
2022-09-19,2932.4039767881436
2022-09-20,2916.847302684784
2022-09-21,2906.3612051610426
2022-09-22,2905.783791304488
2022-09-23,2901.3973477969867
2022-09-25,2902.6836692285597
2022-09-26,2905.131437345526
2022-09-27,2911.12960941107
2022-09-28,2904.3770886803663
2022-09-29,2890.032669963878
2022-09-30,2896.302938805429
2022-10-03,2896.302938805429
2022-10-04,2876.2729878785453
2022-10-05,2880.2136176433137
2022-10-06,2882.15488611366
2022-10-07,2884.9900285427557
2022-10-09,2881.355933360223
2022-10-10,2890.7102880736265
2022-10-11,2877.033929962793
2022-10-12,2863.1598227114773
2022-10-13,2858.669494289741
2022-10-14,2849.837904962083
2022-10-16,2853.1603081558087
2022-10-17,2856.548524685685
2022-10-18,2848.335707030792
2022-10-19,2856.8486201632277
2022-10-20,2855.0524845291106
