Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),2962439549.9999995,454.0,90,0.7,6045795000.0,6045795000.0,1209159000.0,21.0,0,12,7744180000.0,48581922349.999626,2024-11-30,SOUTH AFRICA,HIGH,2962439549.9999995,5.0,1.0,True,2024-11-30
NASPERS (SOUTH AFRICA),767375930.8506665,813.6,90,0.7,1566073328.2666667,1566073328.2666667,313214665.65333337,21.0,0,12,1934255950.0,9939849030.49994,2024-11-30,SOUTH AFRICA,HIGH,767375930.8506665,4.189409745866755,2.0,True,2024-11-30
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),635533993.3001417,32.7,90,0.7,1297008149.5921261,1297008149.5921261,259401629.91842523,21.0,0,11,115966754.375,2953955992.8712626,2024-11-30,NIGERIA,MID,635533993.3001417,5.0,3.0,True,2024-11-30
GRINDROD (SOUTH AFRICA),610096611.7399999,1290.0,90,0.7,1245095126.0,1245095126.0,249019025.20000002,21.0,0,12,467073350.0,5648429149.99999,2024-11-30,SOUTH AFRICA,HIGH,610096611.7399999,3.330759525270067,4.0,True,2024-11-30
FIRSTRAND (SOUTH AFRICA),528696229.3666665,76.94,90,0.7,1078971896.6666665,1078971896.6666665,215794379.3333333,21.0,0,12,621137000.0,2853404454.999984,2024-11-30,SOUTH AFRICA,HIGH,528696229.3666665,2.886362533493051,5.0,True,2024-11-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),384451013.13966656,452.2,90,0.7,784593904.3666666,784593904.3666666,156918780.8733333,21.0,0,12,369187500.0,1789315449.9999955,2024-11-30,SOUTH AFRICA,HIGH,384451013.13966656,2.0988706532275887,6.0,True,2024-11-30
PPC (SOUTH AFRICA),377570713.23999995,462.0,90,0.7,770552476.0,770552476.0,154110495.20000002,21.0,0,12,895990000.0,11527626199.999947,2024-11-30,SOUTH AFRICA,HIGH,377570713.23999995,2.0613083655725712,7.0,True,2024-11-30
CAPITEC BANK (SOUTH AFRICA),355850017.37576663,3261.18,90,0.7,726224525.2566667,726224525.2566667,145244905.05133334,21.0,0,12,292184153.15,1730256860.734999,2024-11-30,SOUTH AFRICA,HIGH,355850017.37576663,1.9427264668156567,8.0,True,2024-11-30
FIRST HOLDCO NIGERIA (NIGERIA),344555436.47823733,26.3,90,0.7,703174360.1596681,703174360.1596681,140634872.03193364,21.0,0,11,101008993.675,4695442468.040043,2024-11-30,NIGERIA,MID,344555436.47823733,5.0,9.0,True,2024-11-30
GOLD FIELDS (SOUTH AFRICA),331883829.9858666,256.14,90,0.7,677313938.7466667,677313938.7466667,135462787.74933335,21.0,0,12,278782400.0,1927470144.4999976,2024-11-30,SOUTH AFRICA,HIGH,331883829.9858666,1.81188553867863,10.0,True,2024-11-30
ZENITH BANK NIGERIA (NIGERIA),318085458.3927999,44.5,90,0.7,649153996.7199999,649153996.7199999,129830799.34399998,21.0,0,11,382215116.29999995,4716300945.270005,2024-11-30,NIGERIA,MID,318085458.3927999,5.0,11.0,True,2024-11-30
STANDARD BANK GROUP (SOUTH AFRICA),292309467.3333333,236.88,90,0.7,596549933.3333334,596549933.3333334,119309986.66666669,21.0,0,12,529593650.0,2156087355.999986,2024-11-30,SOUTH AFRICA,HIGH,292309467.3333333,1.595833387552128,12.0,True,2024-11-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),278747116.4298333,52.95,90,0.7,568871666.1833333,568871666.1833333,113774333.23666666,21.0,0,11,421948365.0,4295428782.7200165,2024-11-30,NIGERIA,MID,278747116.4298333,5.0,13.0,True,2024-11-30
PROSUS (SOUTH AFRICA),243010218.6003333,726.0,90,0.7,495939221.6333333,495939221.6333333,99187844.32666667,21.0,0,7,816199900.0,4812742042.499961,2024-11-30,SOUTH AFRICA,HIGH,243010218.6003333,1.3266892239125574,14.0,True,2024-11-30
ANGLO AMERICAN (SOUTH AFRICA),236591427.6947666,568.35,90,0.7,482839648.3566666,482839648.3566666,96567929.67133333,21.0,0,12,572070400.0,2964691637.9999804,2024-11-30,SOUTH AFRICA,HIGH,236591427.6947666,1.2916464970099135,15.0,True,2024-11-30
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),218349729.7333333,101.99,90,0.7,445611693.3333333,445611693.3333333,89122338.66666667,21.0,0,12,348444400.0,2039127128.499983,2024-11-30,SOUTH AFRICA,HIGH,218349729.7333333,1.1920578284728776,16.0,True,2024-11-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),202700191.51106665,683.1,90,0.7,413673860.2266667,413673860.2266667,82734772.04533334,21.0,0,12,413155589.0,2125685617.9999962,2024-11-30,SOUTH AFRICA,HIGH,202700191.51106665,1.1066207886715382,17.0,True,2024-11-30
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),189668413.26416665,165.0,90,0.7,387078394.4166667,387078394.4166667,77415678.88333334,21.0,0,12,108898550.0,848094179.9999985,2024-11-30,SOUTH AFRICA,HIGH,189668413.26416665,1.0354751394549724,18.0,True,2024-11-30
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),183170417.17099994,112.48,90,0.7,373817177.8999999,373817177.8999999,74763435.57999998,21.0,0,12,134465504.4,845105636.9999994,2024-11-30,SOUTH AFRICA,HIGH,183170417.17099994,1.0,19.0,True,2024-11-30
SHOPRITE HOLDINGS (SOUTH AFRICA),180930020.0920333,295.79,90,0.7,369244938.9633333,369244938.9633333,73848987.79266666,21.0,0,12,277458100.0,1411514786.999994,2024-11-30,SOUTH AFRICA,HIGH,180930020.0920333,0.9877687832261958,20.0,True,2024-11-30
