Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),5221116436.666666,462.0,90,0.7,10655339666.666666,10655339666.666666,2131067933.3333333,21.0,0,8,9578485000.0,50948207999.99933,2022-03-31,SOUTH AFRICA,HIGH,5221116436.666666,5.0,1.0,True,2022-03-31
PPC (SOUTH AFRICA),1101144659.9999998,425.0,90,0.7,2247234000.0,2247234000.0,449446800.0,21.0,0,8,1301325000.0,12993431999.999973,2022-03-31,SOUTH AFRICA,HIGH,1101144659.9999998,3.304176072727141,2.0,True,2022-03-31
NASPERS (SOUTH AFRICA),1035220136.7666665,332.82,90,0.7,2112694156.6666667,2112694156.6666667,422538831.3333334,21.0,0,8,2146820200.0,10831718214.499998,2022-03-31,SOUTH AFRICA,HIGH,1035220136.7666665,3.106358074614591,3.0,True,2022-03-31
PROSUS (SOUTH AFRICA),796591365.0333332,365.09,90,0.7,1625696663.3333333,1625696663.3333333,325139332.6666667,21.0,0,4,964983450.0,8890319593.999876,2022-03-31,SOUTH AFRICA,HIGH,796591365.0333332,2.3903109406934706,4.0,True,2022-03-31
ANGLO AMERICAN (SOUTH AFRICA),607276686.9553994,770.45,90,0.7,1239340177.4599988,1239340177.4599988,247868035.49199978,21.0,0,8,556437036.25,2422030676.9999824,2022-03-31,SOUTH AFRICA,HIGH,607276686.9553994,1.82223932190984,5.0,True,2022-03-31
SIBANYE STILLWATER (SOUTH AFRICA),581307997.8393332,59.8,90,0.7,1186342852.733333,1186342852.733333,237268570.54666662,21.0,0,8,271373050.0,2222531690.9999976,2022-03-31,SOUTH AFRICA,HIGH,581307997.8393332,1.7443157535229257,6.0,True,2022-03-31
FIRSTRAND (SOUTH AFRICA),558853947.6449999,75.9,90,0.7,1140518260.4999998,1140518260.4999998,228103652.09999996,21.0,0,8,586002400.0,2458644207.499996,2022-03-31,SOUTH AFRICA,HIGH,558853947.6449999,1.6769384705164128,7.0,True,2022-03-31
MTN GROUP (SOUTH AFRICA),496970609.7253332,190.0,90,0.7,1014225734.1333332,1014225734.1333332,202845146.82666665,21.0,0,8,534934750.0,2736996023.9999976,2022-03-31,SOUTH AFRICA,HIGH,496970609.7253332,1.4912467518146657,8.0,True,2022-03-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),496341954.6213332,225.03,90,0.7,1012942764.5333332,1012942764.5333332,202588552.90666664,21.0,0,8,269061250.0,2102824735.999998,2022-03-31,SOUTH AFRICA,HIGH,496341954.6213332,1.4893603628340983,9.0,True,2022-03-31
GOLD FIELDS (SOUTH AFRICA),446779668.3839998,228.05,90,0.7,911795241.5999998,911795241.5999998,182359048.31999996,21.0,0,8,183797900.0,1403236086.999998,2022-03-31,SOUTH AFRICA,HIGH,446779668.3839998,1.3406401026867616,10.0,True,2022-03-31
BLUE LABEL TELECOMS (SOUTH AFRICA),429118202.9866666,616.0,90,0.7,875751434.6666666,875751434.6666666,175150286.93333334,21.0,0,8,783669850.0,10843548299.999989,2022-03-31,SOUTH AFRICA,HIGH,429118202.9866666,1.2876438039305504,11.0,True,2022-03-31
STANDARD BANK GROUP (SOUTH AFRICA),415331702.0649999,182.14,90,0.7,847615718.4999999,847615718.4999999,169523143.7,21.0,0,8,542017600.0,1959819754.9999948,2022-03-31,SOUTH AFRICA,HIGH,415331702.0649999,1.2462750100501878,12.0,True,2022-03-31
GRINDROD (SOUTH AFRICA),383813562.3233333,641.0,90,0.7,783292984.3333334,783292984.3333334,156658596.86666667,21.0,0,8,341950230.0,3913861699.999999,2022-03-31,SOUTH AFRICA,HIGH,383813562.3233333,1.1516993498537473,13.0,True,2022-03-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),375800473.8592998,350.5,90,0.7,766939742.5699997,766939742.5699997,153387948.51399994,21.0,0,8,321281950.0,1554605695.4999967,2022-03-31,SOUTH AFRICA,HIGH,375800473.8592998,1.1276546842132622,14.0,True,2022-03-31
MTN NIGERIA (NIGERIA),368471751.8989629,214.0,90,0.7333333333333333,685174745.2666667,685174745.2666667,137034949.05333334,22.0,0,4,154151327.25,5558972675.594942,2022-03-31,NIGERIA,MID,368471751.8989629,5.0,15.0,True,2022-03-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),319077800.9946333,616.71,90,0.7,651179185.7033334,651179185.7033334,130235837.14066668,21.0,0,8,443658215.0,2246846411.499998,2022-03-31,SOUTH AFRICA,HIGH,319077800.9946333,0.9574484385955793,16.0,True,2022-03-31
ABSA (SOUTH AFRICA),277448824.09999996,190.44,90,0.7,566222090.0,566222090.0,113244418.0,21.0,0,8,352029500.0,1658782719.9999936,2022-03-31,SOUTH AFRICA,HIGH,277448824.09999996,0.8325334529593064,17.0,True,2022-03-31
CAPITEC BANK (SOUTH AFRICA),258311597.71425027,2325.09,90,0.7,527166525.94744956,527166525.94744956,105433305.18948992,21.0,0,8,220057115.55,1450645589.6234877,2022-03-31,SOUTH AFRICA,HIGH,258311597.71425027,0.7751088766805124,18.0,True,2022-03-31
ZENITH BANK NIGERIA (NIGERIA),249693640.5824666,22.4,90,0.7333333333333333,464306356.455,464306356.455,92861271.29100001,22.0,0,8,368591000.29,4733144752.614004,2022-03-31,NIGERIA,MID,249693640.5824666,5.0,19.0,True,2022-03-31
SHOPRITE HOLDINGS (SOUTH AFRICA),227563282.7491333,236.66,90,0.7,464414862.75333333,464414862.75333333,92882972.55066667,21.0,0,8,271100700.0,1464441877.9999921,2022-03-31,SOUTH AFRICA,HIGH,227563282.7491333,0.6828432096205482,20.0,True,2022-03-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),218615955.96329993,218.08,90,0.7,446155012.1699999,446155012.1699999,89231002.43399999,21.0,0,8,62653050.0,852161319.9999982,2022-03-31,SOUTH AFRICA,HIGH,218615955.96329993,0.6559951994048685,21.0,True,2022-03-31
GLENCORE (SOUTH AFRICA),217738168.31199998,92.85,90,0.7,444363608.8,444363608.8,88872721.76,21.0,0,8,112652050.0,828357581.9999999,2022-03-31,SOUTH AFRICA,HIGH,217738168.31199998,0.6533612448848869,22.0,True,2022-03-31
