Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),NonZeroVolumeDays90d,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
SAFARICOM KENYA (KENYA),OK,2111470.608171506,0.213466803559206,81,81,2111470.608171506,2111470.608171506,422294.1216343012,30,,,,,2022-07-31,2022-06-30,2022-07-31,KENYA,MID,2111470.608171506,62.0,True,2022-07-31
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),OK,1729331.3248110479,172.9670948416227,81,81,1729331.3248110479,1729331.3248110479,345866.2649622096,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,1729331.3248110479,63.0,True,2022-07-31
MAROC TELECOM MOROCCO (MOROCCO),OK,1689153.5031705631,12.10769663891359,87,87,1689153.5031705631,1689153.5031705631,337830.70063411264,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,1689153.5031705631,64.0,True,2022-07-31
FAWRY EGYPT (EGYPT),ZERO_CONFIRMED,1600510.5654423884,0.1891426775143988,82,82,1600510.5654423884,1600510.5654423884,320102.1130884777,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,1600510.5654423884,65.0,True,2022-07-31
SANTAM (SOUTH AFRICA),OK,1278282.634496662,14.55301327408042,84,84,1278282.634496662,1278282.634496662,255656.5268993324,30,,,,,2022-07-31,2022-06-30,2022-07-31,SOUTH AFRICA,HIGH,1278282.634496662,66.0,True,2022-07-31
ABU QIR FERTILIZERS EGYPT (EGYPT),OK,1259437.6382034803,1.209447543542776,82,82,1259437.6382034803,1259437.6382034803,251887.52764069606,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,1259437.6382034803,67.0,True,2022-07-31
HELIOPOLIS CO. FOR HOUSING & DEVELOPMENT (EGYPT),OK,1171317.4453755806,0.2621357671467161,82,82,1171317.4453755806,1171317.4453755806,234263.48907511611,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,1171317.4453755806,68.0,True,2022-07-31
BANQUE CENTRALE POPULAIRE MOROCCO (MOROCCO),OK,1113797.151585436,25.93488969125272,85,85,1113797.151585436,1113797.151585436,222759.43031708722,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,1113797.151585436,69.0,True,2022-07-31
BANK OF AFRICA MOROCCO (MOROCCO),OK,1087071.9663387854,19.0263804325785,87,87,1087071.9663387854,1087071.9663387854,217414.39326775708,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,1087071.9663387854,70.0,True,2022-07-31
FIRST HOLDCO NIGERIA (NIGERIA),OK,978072.0021740346,0.0279673071822938,85,85,978072.0021740346,978072.0021740346,195614.40043480694,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,978072.0021740346,71.0,True,2022-07-31
TALAAT MOUSTAFA GROUP EGYPT (EGYPT),OK,864033.1668651369,0.3745557811059785,82,82,864033.1668651369,864033.1668651369,172806.6333730274,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,864033.1668651369,72.0,True,2022-07-31
RAUBEX (SOUTH AFRICA),OK,812308.1493721752,2.11002390540203,84,84,812308.1493721752,812308.1493721752,162461.62987443505,30,,,,,2022-07-31,2022-06-30,2022-07-31,SOUTH AFRICA,HIGH,812308.1493721752,73.0,True,2022-07-31
PSG KONSULT (SOUTH AFRICA),OK,811169.1239073921,0.7215912656083329,84,84,811169.1239073921,811169.1239073921,162233.82478147844,30,,,,,2022-07-31,2022-06-30,2022-07-31,SOUTH AFRICA,HIGH,811169.1239073921,74.0,True,2022-07-31
EL SEWEDY ELECTRIC (EGYPT),OK,768570.2545867987,0.3228745424611991,82,82,768570.2545867987,768570.2545867987,153714.05091735974,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,768570.2545867987,75.0,True,2022-07-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),OK,759148.3904769561,0.04942498252043302,85,85,759148.3904769561,759148.3904769561,151829.67809539122,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,759148.3904769561,76.0,True,2022-07-31
CIH BANK (MOROCCO),OK,713616.0849402737,32.35502127037412,75,75,713616.0849402737,713616.0849402737,142723.21698805474,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,713616.0849402737,77.0,True,2022-07-31
COSUMAR MOROCCO (MOROCCO),OK,664671.4444740503,22.38397697950411,84,84,664671.4444740503,664671.4444740503,132934.28889481007,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,664671.4444740503,78.0,True,2022-07-31
ZENITH BANK NIGERIA (NIGERIA),OK,652790.5144819582,0.05231815222894616,85,85,652790.5144819582,652790.5144819582,130558.10289639165,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,652790.5144819582,79.0,True,2022-07-31
EQUITY GROUP HOLDINGS KENYA (KENYA),OK,651380.8803102581,0.3678986995208761,84,84,651380.8803102581,651380.8803102581,130276.17606205163,30,,,,,2022-07-31,2022-06-30,2022-07-31,KENYA,MID,651380.8803102581,80.0,True,2022-07-31
AIRTEL AFRICA NIGERIA (NIGERIA),OK,610608.7672655833,4.176290474238735,85,85,610608.7672655833,610608.7672655833,122121.75345311666,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,610608.7672655833,81.0,True,2022-07-31
MARSA MAROC MOROCCO (MOROCCO),OK,563607.6205920224,26.64710714060057,86,86,563607.6205920224,563607.6205920224,112721.52411840449,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,563607.6205920224,82.0,True,2022-07-31
PALM HILLS DEVELOPMANT COMPANY EGYPT (EGYPT),OK,528091.3297283492,0.06393555296261369,82,82,528091.3297283492,528091.3297283492,105618.26594566985,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,528091.3297283492,83.0,True,2022-07-31
CIMENTS DU MAROC MOROCCO (MOROCCO),OK,511651.494327301,172.9670948416227,85,85,511651.494327301,511651.494327301,102330.29886546021,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,511651.494327301,84.0,True,2022-07-31
MCB GROUP LTD MAURITIUS (MAURITIUS),OK,494679.2412255345,6.938746774328938,88,88,494679.2412255345,494679.2412255345,98935.84824510691,30,,,,,2022-07-31,2022-06-30,2022-07-31,MAURITIUS,LOW,494679.2412255345,85.0,True,2022-07-31
EAST AFRICAN BREWERIES KENYA (KENYA),OK,476077.43207458116,1.174281314168378,81,81,476077.43207458116,476077.43207458116,95215.48641491623,30,,,,,2022-07-31,2022-06-30,2022-07-31,KENYA,MID,476077.43207458116,86.0,True,2022-07-31
IBNSINA PHARMA (EGYPT),OK,459327.08614953584,0.07832105237920177,82,82,459327.08614953584,459327.08614953584,91865.41722990718,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,459327.08614953584,87.0,True,2022-07-31
SEPLAT ENERGY NIGERIA (NIGERIA),OK,434991.8756617943,3.134267184222582,85,85,434991.8756617943,434991.8756617943,86998.37513235887,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,434991.8756617943,88.0,True,2022-07-31
EASTERN TOBACCO EGYPT (EGYPT),OK,426108.32880899246,0.5487801629291009,82,82,426108.32880899246,426108.32880899246,85221.6657617985,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,426108.32880899246,89.0,True,2022-07-31
CHOPPIES ENTERPRISES LIMITED (SOUTH AFRICA),OK,413260.8041607647,3.444936988411478,80,80,413260.8041607647,413260.8041607647,82652.16083215293,30,,,,,2022-07-31,2022-06-30,2022-07-31,SOUTH AFRICA,HIGH,413260.8041607647,90.0,True,2022-07-31
NESTLE NIGERIA (NIGERIA),OK,405140.96513238724,3.375364659932011,85,85,405140.96513238724,405140.96513238724,81028.19302647746,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,405140.96513238724,91.0,True,2022-07-31
MANAGEM MOROCCO (MOROCCO),OK,372811.7840504273,207.4587684600404,87,87,372811.7840504273,372811.7840504273,74562.35681008546,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,372811.7840504273,92.0,True,2022-07-31
GB AUTO EGYPT (EGYPT),OK,364444.5911881911,0.1422566053418154,82,82,364444.5911881911,364444.5911881911,72888.91823763822,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,364444.5911881911,93.0,True,2022-07-31
TAQA MOROCCO (MOROCCO),OK,334861.71914410114,109.8849778993838,78,78,334861.71914410114,334861.71914410114,66972.34382882023,30,,,,,2022-07-31,2022-06-30,2022-07-31,MOROCCO,MID,334861.71914410114,94.0,True,2022-07-31
STANBIC HOLDINGS KENYA (KENYA),OK,320214.1078132829,0.8448836413415469,64,64,320214.1078132829,320214.1078132829,64042.82156265659,30,,,,,2022-07-31,2022-06-30,2022-07-31,KENYA,MID,320214.1078132829,95.0,True,2022-07-31
TELECOM EGYPT (EGYPT),OK,320095.9717218056,0.7384556367181881,82,82,320095.9717218056,320095.9717218056,64019.194344361116,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,320095.9717218056,96.0,True,2022-07-31
ALEXANDRIA MINERAL OILS EGYPT (EGYPT),OK,312559.75949218095,0.1896754737890873,82,82,312559.75949218095,312559.75949218095,62511.95189843619,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,312559.75949218095,97.0,True,2022-07-31
BELTONE HOLDING EGYPT (EGYPT),ZERO_CONFIRMED,311289.3727786807,0.07885384865389022,82,82,311289.3727786807,311289.3727786807,62257.87455573614,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,311289.3727786807,98.0,True,2022-07-31
WILSON BAYLY HOLMES OVCON (SOUTH AFRICA),OK,288774.65648470895,4.975473278977149,84,84,288774.65648470895,288774.65648470895,57754.931296941795,30,,,,,2022-07-31,2022-06-30,2022-07-31,SOUTH AFRICA,HIGH,288774.65648470895,99.0,True,2022-07-31
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),OK,287171.2614984225,0.01796176194035249,85,85,287171.2614984225,287171.2614984225,57434.2522996845,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,287171.2614984225,100.0,True,2022-07-31
PRESCO PLC NIGERIA (NIGERIA),OK,283900.59927225916,0.3978108349205584,85,85,283900.59927225916,283900.59927225916,56780.119854451834,30,,,,,2022-07-31,2022-06-30,2022-07-31,NIGERIA,MID,283900.59927225916,101.0,True,2022-07-31
EMAAR MISR EGYPT (EGYPT),ZERO_CONFIRMED,281191.0816806821,0.1246743282770967,82,82,281191.0816806821,281191.0816806821,56238.21633613642,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,281191.0816806821,102.0,True,2022-07-31
ORASCOM INVESTMENT HOLDING EGYPT (EGYPT),OK,279390.97856349015,0.0101231292190805,82,82,279390.97856349015,279390.97856349015,55878.195712698034,30,,,,,2022-07-31,2022-06-30,2022-07-31,EGYPT,MID,279390.97856349015,103.0,True,2022-07-31
