Metric,AM100,MSCI Africa
CAGR,0.2193569610888355,0.040052072721961984
Volatility,0.12009235507628645,0.11877427504622015
Sharpe,1.5055724721608807,0.21476705959828857
Max Drawdown,-0.4089681183189956,-0.3436592828935324
