Year,ReturnPct
2017,44.795952632529044
2018,-21.049242397435663
2019,42.53624621009906
2020,-18.290189314964657
2021,19.57651240857441
2022,-28.888997390850403
2023,-41.35924499043283
2024,81.72888013208414
2025,67.63888233582101
2026,1.6781113928295177
