Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),4584128880.0,1119.0,90,0.6,12733691333.333334,12733691333.333334,2546738266.666667,18.0,0,2,12314750000.0,48403066399.999985,2016-12-31,SOUTH AFRICA,HIGH,4584128880.0,5.0,1.0,True,2016-12-31
NASPERS (SOUTH AFRICA),531253789.2,265.9,90,0.6,1475704970.0,1475704970.0,295140994.0,18.0,0,2,1633462200.0,5956217999.999998,2016-12-31,SOUTH AFRICA,HIGH,531253789.2,4.1333011303898575,2.0,True,2016-12-31
PPC (SOUTH AFRICA),416798851.32,553.0,90,0.6,1157774587.0,1157774587.0,231554917.4,18.0,0,2,2026720000.0,9421913599.999989,2016-12-31,SOUTH AFRICA,HIGH,416798851.32,3.2428101188706777,3.0,True,2016-12-31
GRINDROD (SOUTH AFRICA),399272325.96,918.0,90,0.6,1109089794.3333333,1109089794.3333333,221817958.86666667,18.0,0,2,678020200.0,3983933999.999999,2016-12-31,SOUTH AFRICA,HIGH,399272325.96,3.1064489134449556,4.0,True,2016-12-31
BLUE LABEL TELECOMS (SOUTH AFRICA),387677844.0,1820.0,90,0.6,1076882900.0,1076882900.0,215376580.0,18.0,0,2,1056811320.0,5212520799.999999,2016-12-31,SOUTH AFRICA,HIGH,387677844.0,3.0162406431873086,5.0,True,2016-12-31
REINET INVEST (SOUTH AFRICA),285984238.33199996,268.0,90,0.6,794400662.0333333,794400662.0333333,158880132.40666667,18.0,0,2,1164337000.0,4512031559.999996,2016-12-31,SOUTH AFRICA,HIGH,285984238.33199996,2.2250363189905276,6.0,True,2016-12-31
MTN GROUP (SOUTH AFRICA),247371073.6824,126.17,90,0.6,687141871.34,687141871.34,137428374.268,18.0,0,2,892152500.0,3406935911.9999933,2016-12-31,SOUTH AFRICA,HIGH,247371073.6824,1.9246152390120526,7.0,True,2016-12-31
STANDARD BANK GROUP (SOUTH AFRICA),230749108.79999998,151.75,90,0.6,640969746.6666666,640969746.6666666,128193949.33333333,18.0,0,2,581004900.0,1937693983.9999998,2016-12-31,SOUTH AFRICA,HIGH,230749108.79999998,1.7952917638022412,8.0,True,2016-12-31
TANZANIA BREWERIES LTD (TANZANIA),227219971.7925926,12000.0,90,0.5333333333333333,798820213.3333334,798820213.3333334,159764042.6666667,16.0,0,3,131314800.0,6565740000.0,2016-12-31,TANZANIA,LOW,227219971.7925926,5.0,9.0,True,2016-12-31
FIRSTRAND (SOUTH AFRICA),211959734.496,52.09,90,0.6,588777040.2666667,588777040.2666667,117755408.05333334,18.0,0,2,554913600.0,1950298807.9999993,2016-12-31,SOUTH AFRICA,HIGH,211959734.496,1.649105244987965,10.0,True,2016-12-31
ANGLO AMERICAN (SOUTH AFRICA),193891327.85639995,188.97,90,0.6,538587021.8233333,538587021.8233333,107717404.36466666,18.0,0,2,507894400.0,1887212615.9999976,2016-12-31,SOUTH AFRICA,HIGH,193891327.85639995,1.508528053622866,11.0,True,2016-12-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),157281890.95439997,71.02,90,0.6,436894141.53999996,436894141.53999996,87378828.308,18.0,0,2,400900000.0,1982137119.9999986,2016-12-31,SOUTH AFRICA,HIGH,157281890.95439997,1.2236965286414858,12.0,True,2016-12-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),142369905.23639998,778.61,90,0.6,395471958.98999995,395471958.98999995,79094391.798,18.0,0,2,530843417.1,2213736975.999999,2016-12-31,SOUTH AFRICA,HIGH,142369905.23639998,1.107677163363391,13.0,True,2016-12-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),130932597.762,283.58,90,0.6,363701660.45,363701660.45,72740332.09,18.0,0,2,361950000.0,2082073999.9999967,2016-12-31,SOUTH AFRICA,HIGH,130932597.762,1.0186917539910791,14.0,True,2016-12-31
SHOPRITE HOLDINGS (SOUTH AFRICA),121322782.43879998,171.46,90,0.6,337007728.9966666,337007728.9966666,67401545.79933332,18.0,0,2,276480000.0,1355844031.999999,2016-12-31,SOUTH AFRICA,HIGH,121322782.43879998,0.943924738026762,15.0,True,2016-12-31
SONATEL SENEGAL (SENEGAL),119851426.61166666,25000.0,90,0.6333333333333333,298798570.5,298798570.5,59759714.1,19.0,0,1,143757760.0,2277515660.0,2016-12-31,SENEGAL,LOW,119851426.61166666,5.0,16.0,True,2016-12-31
NIGERIAN BREWERIES (NIGERIA),107750423.748,147.99,90,0.6,299306732.6333333,299306732.6333333,59861346.52666667,18.0,0,1,128054310.01,1507928049.693998,2016-12-31,NIGERIA,MID,107750423.748,5.0,17.0,True,2016-12-31
ABSA (SOUTH AFRICA),104155915.88160002,168.69,90,0.6,289321988.56000006,289321988.56000006,57864397.71200001,18.0,0,2,303183000.0,1262869999.9999964,2016-12-31,SOUTH AFRICA,HIGH,104155915.88160002,0.8103617773691509,18.0,True,2016-12-31
SANLAM (SOUTH AFRICA),101513174.89919999,62.9,90,0.6,281981041.38666666,281981041.38666666,56396208.277333334,18.0,0,2,312458300.0,1104871419.9999993,2016-12-31,SOUTH AFRICA,HIGH,101513174.89919999,0.7898005230083479,19.0,True,2016-12-31
MR PRICE (SOUTH AFRICA),97165759.85759997,159.55,90,0.6,269904888.4933333,269904888.4933333,53980977.69866666,18.0,0,2,221354400.0,1103935775.999998,2016-12-31,SOUTH AFRICA,HIGH,97165759.85759997,0.755976433898737,20.0,True,2016-12-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),91786824.0084,152.58,90,0.6,254963400.02333334,254963400.02333334,50992680.00466667,18.0,0,2,338070000.0,1050378155.9999989,2016-12-31,SOUTH AFRICA,HIGH,91786824.0084,0.7141268281589408,21.0,True,2016-12-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),89058862.12368,24.7,90,0.6,247385728.12133333,247385728.12133333,49477145.62426667,18.0,0,1,318949869.02,2240445487.5759997,2016-12-31,NIGERIA,MID,89058862.12368,5.0,22.0,True,2016-12-31
VODACOM (SOUTH AFRICA),88124367.78359999,151.68,90,0.6,244789910.50999996,244789910.50999996,48957982.102,18.0,0,2,251278200.00000003,836205199.9999994,2016-12-31,SOUTH AFRICA,HIGH,88124367.78359999,0.6856319077240859,23.0,True,2016-12-31
TIGER BRANDS (SOUTH AFRICA),86352835.14119999,361.73,90,0.6,239868986.5033333,239868986.5033333,47973797.30066666,18.0,0,2,191227840.0,663869479.9999995,2016-12-31,SOUTH AFRICA,HIGH,86352835.14119999,0.6718488947419463,24.0,True,2016-12-31
