Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,415327575.91896737,14.40457120998398,88,415327575.91896737,415327575.91896737,83065515.18379349,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,415327575.91896737,1.0,True,2020-10-31
NASPERS (SOUTH AFRICA),OK,207841276.9942269,35.38384297224281,88,207841276.9942269,207841276.9942269,41568255.39884538,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,207841276.9942269,2.0,True,2020-10-31
PPC (SOUTH AFRICA),OK,61925370.126511164,3.526430296220145,88,61925370.126511164,61925370.126511164,12385074.025302233,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,61925370.126511164,3.0,True,2020-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,55818267.76367042,2.768546632557917,88,55818267.76367042,55818267.76367042,11163653.552734084,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,55818267.76367042,4.0,True,2020-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,49267706.87227304,21.81605183254836,88,49267706.87227304,49267706.87227304,9853541.374454608,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,49267706.87227304,5.0,True,2020-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,41184356.84143312,25.8863891744567,88,41184356.84143312,41184356.84143312,8236871.368286625,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,41184356.84143312,6.0,True,2020-10-31
FIRSTRAND (SOUTH AFRICA),OK,40020479.87245631,2.414110502785282,88,40020479.87245631,40020479.87245631,8004095.974491263,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,40020479.87245631,7.0,True,2020-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,39316104.25915742,23.57986468070863,88,39316104.25915742,39316104.25915742,7863220.851831485,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,39316104.25915742,8.0,True,2020-10-31
GOLD FIELDS (SOUTH AFRICA),OK,39119972.63411915,12.15004662060392,88,39119972.63411915,39119972.63411915,7823994.526823831,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,39119972.63411915,9.0,True,2020-10-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,36367319.914201885,5.327898247543454,88,36367319.914201885,36367319.914201885,7273463.982840378,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,36367319.914201885,10.0,True,2020-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,35567982.14599211,8.694742630358382,88,35567982.14599211,35567982.14599211,7113596.429198422,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,35567982.14599211,11.0,True,2020-10-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,34638096.191607065,6.457551342434313,88,34638096.191607065,34638096.191607065,6927619.238321413,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,34638096.191607065,12.0,True,2020-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,31043200.48439436,35.35694646998351,88,31043200.48439436,31043200.48439436,6208640.096878872,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,31043200.48439436,13.0,True,2020-10-31
CAPITEC BANK (SOUTH AFRICA),OK,24845313.18845021,61.5684844717527,88,24845313.18845021,24845313.18845021,4969062.637690042,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,24845313.18845021,14.0,True,2020-10-31
SANLAM (SOUTH AFRICA),OK,24396715.912107393,3.107442561025175,88,24396715.912107393,24396715.912107393,4879343.182421478,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,24396715.912107393,15.0,True,2020-10-31
MTN GROUP (SOUTH AFRICA),OK,23448990.162207827,3.355488081860999,88,23448990.162207827,23448990.162207827,4689798.032441566,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,23448990.162207827,16.0,True,2020-10-31
GRINDROD (SOUTH AFRICA),OK,20731287.86013149,19.72410165682454,88,20731287.86013149,20731287.86013149,4146257.5720262984,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,20731287.86013149,17.0,True,2020-10-31
ABSA (SOUTH AFRICA),OK,20687123.178374276,5.338656848447175,88,20687123.178374276,20687123.178374276,4137424.635674855,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,20687123.178374276,18.0,True,2020-10-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,19798577.2131348,8.16757118607598,88,19798577.2131348,19798577.2131348,3959715.44262696,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,19798577.2131348,19.0,True,2020-10-31
BID CORPORATION (SOUTH AFRICA),OK,18367695.013675846,15.43679919669113,88,18367695.013675846,18367695.013675846,3673539.0027351696,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,18367695.013675846,20.0,True,2020-10-31
BID CORP (SOUTH AFRICA),OK,18367695.013675846,15.43679919669113,88,18367695.013675846,18367695.013675846,3673539.0027351696,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,18367695.013675846,21.0,True,2020-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,16755597.025701396,10.17524565472064,88,16755597.025701396,16755597.025701396,3351119.4051402793,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,16755597.025701396,22.0,True,2020-10-31
CLICKS (SOUTH AFRICA),OK,13826458.962488327,13.28866521624788,88,13826458.962488327,13826458.962488327,2765291.7924976656,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,13826458.962488327,23.0,True,2020-10-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,13791737.908430394,7.64577904224544,88,13791737.908430394,13791737.908430394,2758347.581686079,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,13791737.908430394,24.0,True,2020-10-31
BIDVEST (SOUTH AFRICA),OK,13571022.368760152,8.254835393406175,88,13571022.368760152,13571022.368760152,2714204.4737520306,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,13571022.368760152,25.0,True,2020-10-31
REINET INVEST (SOUTH AFRICA),OK,12968829.17586241,17.36318645850766,88,12968829.17586241,12968829.17586241,2593765.835172482,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,12968829.17586241,26.0,True,2020-10-31
MONDI (SOUTH AFRICA),OK,12747527.64342435,21.18009897912832,88,12747527.64342435,12747527.64342435,2549505.5286848703,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,12747527.64342435,27.0,True,2020-10-31
VODACOM (SOUTH AFRICA),OK,12235874.708255703,7.367848518899276,88,12235874.708255703,12235874.708255703,2447174.941651141,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,12235874.708255703,28.0,True,2020-10-31
MR PRICE (SOUTH AFRICA),OK,11984348.141570752,7.890238362780023,88,11984348.141570752,11984348.141570752,2396869.6283141505,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,11984348.141570752,29.0,True,2020-10-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,11278074.77838015,2.106892676978985,88,11278074.77838015,11278074.77838015,2255614.95567603,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,11278074.77838015,30.0,True,2020-10-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,11007256.314923853,7.129366198866761,88,11007256.314923853,11007256.314923853,2201451.262984771,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,11007256.314923853,31.0,True,2020-10-31
REMGRO (SOUTH AFRICA),OK,10823307.804656547,5.508403662705908,88,10823307.804656547,10823307.804656547,2164661.5609313096,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,10823307.804656547,32.0,True,2020-10-31
OLD MUTUAL (SOUTH AFRICA),OK,10107996.558796793,0.5301599445334353,88,10107996.558796793,10107996.558796793,2021599.3117593587,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,10107996.558796793,33.0,True,2020-10-31
FOSCHINI (SOUTH AFRICA),OK,9320573.422448937,4.901140411695795,88,9320573.422448937,9320573.422448937,1864114.6844897876,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,9320573.422448937,34.0,True,2020-10-31
KUMBA IRON ORE (SOUTH AFRICA),OK,9143351.34746485,29.62440528845005,88,9143351.34746485,9143351.34746485,1828670.26949297,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,9143351.34746485,35.0,True,2020-10-31
SPAR (SOUTH AFRICA),OK,8817765.213923728,11.33538145217204,88,8817765.213923728,8817765.213923728,1763553.0427847458,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,8817765.213923728,36.0,True,2020-10-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,8805954.547658077,11.56549597150166,88,8805954.547658077,8805954.547658077,1761190.9095316154,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,8805954.547658077,37.0,True,2020-10-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,8220340.3366526095,0.7321825615033353,88,8220340.3366526095,8220340.3366526095,1644068.067330522,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,8220340.3366526095,38.0,True,2020-10-31
EXXARO RESOURCES (SOUTH AFRICA),OK,7737884.813335043,7.211848805795301,88,7737884.813335043,7737884.813335043,1547576.9626670089,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,7737884.813335043,39.0,True,2020-10-31
TIGER BRANDS (SOUTH AFRICA),OK,6201521.716307667,11.3311975518206,88,6201521.716307667,6201521.716307667,1240304.3432615334,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,6201521.716307667,40.0,True,2020-10-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,5941812.105092004,4.230006609385327,82,5941812.105092004,5941812.105092004,1188362.421018401,30,,,,,2020-10-31,2020-09-30,2020-10-31,EGYPT,MID,5941812.105092004,41.0,True,2020-10-31
GLENCORE (SOUTH AFRICA),OK,5602916.649892198,2.010662968895689,88,5602916.649892198,5602916.649892198,1120583.3299784397,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,5602916.649892198,42.0,True,2020-10-31
TRUWORTHS INT (SOUTH AFRICA),OK,4749636.878603321,1.863031056494609,88,4749636.878603321,4749636.878603321,949927.3757206642,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,4749636.878603321,43.0,True,2020-10-31
AVI (SOUTH AFRICA),OK,4348055.778331151,4.279532359480719,88,4348055.778331151,4348055.778331151,869611.1556662302,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,4348055.778331151,44.0,True,2020-10-31
INVESTEC (SOUTH AFRICA),OK,4058751.593564266,1.73572094580056,88,4058751.593564266,4058751.593564266,811750.3187128532,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,4058751.593564266,45.0,True,2020-10-31
PEPKOR HOLDINGS LTD (SOUTH AFRICA),OK,3557485.067277089,0.66583785593038,87,3557485.067277089,3557485.067277089,711497.0134554179,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,3557485.067277089,46.0,True,2020-10-31
SAFARICOM KENYA (KENYA),OK,3487138.0572789,0.2763304800893189,88,3487138.0572789,3487138.0572789,697427.61145578,30,,,,,2020-10-31,2020-09-30,2020-10-31,KENYA,MID,3487138.0572789,47.0,True,2020-10-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,3452702.66774151,0.6616539555789324,88,3452702.66774151,3452702.66774151,690540.533548302,30,,,,,2020-10-31,2020-09-30,2020-10-31,SOUTH AFRICA,HIGH,3452702.66774151,48.0,True,2020-10-31
