Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),5373954300.0,1002.0,90,0.6333333333333333,13397670000.0,13397670000.0,2679534000.0,19.0,0,4,11241300000.0,61532058000.00001,2018-09-30,SOUTH AFRICA,HIGH,5373954300.0,5.0,1.0,True,2018-09-30
BLUE LABEL TELECOMS (SOUTH AFRICA),1409272020.4774072,524.0,90,0.6333333333333333,3513420549.6666665,3513420549.6666665,702684109.9333334,19.0,0,4,1622658840.0,12845578000.000008,2018-09-30,SOUTH AFRICA,HIGH,1409272020.4774072,5.0,2.0,True,2018-09-30
NASPERS (SOUTH AFRICA),1092521800.1777778,403.16,90,0.6333333333333333,2723738560.0,2723738560.0,544747712.0,19.0,0,4,1779566800.0,8006741330.000044,2018-09-30,SOUTH AFRICA,HIGH,1092521800.1777778,5.0,3.0,True,2018-09-30
PPC (SOUTH AFRICA),556627489.737037,645.0,90,0.6333333333333333,1387713963.3333333,1387713963.3333333,277542792.6666667,19.0,0,4,1641210000.0,10962199800.000004,2018-09-30,SOUTH AFRICA,HIGH,556627489.737037,3.883557237373409,4.0,True,2018-09-30
MTN GROUP (SOUTH AFRICA),380417432.6487409,87.58,90,0.6333333333333333,948409111.866667,948409111.866667,189681822.37333342,19.0,0,4,691343100.0,3015036456.000011,2018-09-30,SOUTH AFRICA,HIGH,380417432.6487409,2.6541500393449353,5.0,True,2018-09-30
FIRSTRAND (SOUTH AFRICA),355152690.7875556,66.49,90,0.6333333333333333,885422220.8000001,885422220.8000001,177084444.16000003,19.0,0,4,567969000.0,2411171024.0000033,2018-09-30,SOUTH AFRICA,HIGH,355152690.7875556,2.477879422254626,6.0,True,2018-09-30
STANDARD BANK GROUP (SOUTH AFRICA),353473140.6942222,175.0,90,0.6333333333333333,881234976.8000001,881234976.8000001,176246995.36,19.0,0,4,591477600.0,2146487804.000003,2018-09-30,SOUTH AFRICA,HIGH,353473140.6942222,2.4661613000979616,7.0,True,2018-09-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),294420301.58518517,36.55,90,0.6666666666666666,662445678.5666667,662445678.5666667,132489135.71333335,20.0,0,4,392523224.40000004,3332751867.3999934,2018-09-30,NIGERIA,MID,294420301.58518517,5.0,8.0,True,2018-09-30
ANGLO AMERICAN (SOUTH AFRICA),252654733.3115111,309.74,90,0.6333333333333333,629887146.76,629887146.76,125977429.352,19.0,0,4,483268800.00000006,2087914796.0000052,2018-09-30,SOUTH AFRICA,HIGH,252654733.3115111,1.7627572051321208,9.0,True,2018-09-30
ABSA (SOUTH AFRICA),240613435.2111111,151.88,90,0.6333333333333333,599867290.0,599867290.0,119973458.0,19.0,0,4,357642600.0,3103489532.0000105,2018-09-30,SOUTH AFRICA,HIGH,240613435.2111111,1.6787457769375287,10.0,True,2018-09-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),234327898.47333723,169.38,90,0.6333333333333333,584196976.8033339,584196976.8033339,116839395.36066678,19.0,0,4,317566000.0,2004351090.0000088,2018-09-30,SOUTH AFRICA,HIGH,234327898.47333723,1.6348919570331433,11.0,True,2018-09-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),231460416.46454445,667.75,90,0.6333333333333333,577048129.69,577048129.69,115409625.93800002,19.0,0,4,501634899.0,2419184580.000005,2018-09-30,SOUTH AFRICA,HIGH,231460416.46454445,1.6148857038142335,12.0,True,2018-09-30
SHOPRITE HOLDINGS (SOUTH AFRICA),200639197.9185185,191.65,90,0.6333333333333333,500208526.6666667,500208526.6666667,100041705.33333334,19.0,0,4,293940000.0,1682394400.0000014,2018-09-30,SOUTH AFRICA,HIGH,200639197.9185185,1.3998478759023683,13.0,True,2018-09-30
ZENITH BANK NIGERIA (NIGERIA),182119993.05777776,21.5,90,0.6666666666666666,409769984.38,409769984.38,81953996.876,20.0,0,4,338368619.25,3578837643.9799924,2018-09-30,NIGERIA,MID,182119993.05777776,5.0,14.0,True,2018-09-30
SANLAM (SOUTH AFRICA),170222313.95555556,79.11,90,0.6333333333333333,424376960.0,424376960.0,84875392.0,19.0,0,4,329263200.0,1517208024.0000024,2018-09-30,SOUTH AFRICA,HIGH,170222313.95555556,1.1876310665807208,15.0,True,2018-09-30
TANZANIA BREWERIES LTD (TANZANIA),157280465.54074073,14300.0,90,0.5333333333333333,552939136.6666666,552939136.6666666,110587827.33333333,16.0,0,36,93062000.0,4653100000.0,2018-09-30,TANZANIA,LOW,157280465.54074073,5.0,16.0,True,2018-09-30
GRINDROD (SOUTH AFRICA),143329286.96925923,739.0,90,0.6333333333333333,357330632.3333333,357330632.3333333,71466126.46666667,19.0,0,4,549880160.0,4404972600.000004,2018-09-30,SOUTH AFRICA,HIGH,143329286.96925923,1.0,17.0,True,2018-09-30
BID CORPORATION (SOUTH AFRICA),137028527.0179185,294.92,90,0.6333333333333333,341622366.52666664,341622366.52666664,68324473.30533333,19.0,0,3,237559605.29999998,1157783580.0000157,2018-09-30,SOUTH AFRICA,HIGH,137028527.0179185,0.9560399686304719,18.0,True,2018-09-30
BID CORP (SOUTH AFRICA),137028527.0179185,294.92,90,0.6333333333333333,341622366.52666664,341622366.52666664,68324473.30533333,19.0,0,3,237559605.29999998,1157783580.0000157,2018-09-30,SOUTH AFRICA,HIGH,137028527.0179185,0.9560399686304719,19.0,True,2018-09-30
MR PRICE (SOUTH AFRICA),135452707.02558514,228.26,90,0.6333333333333333,337693729.4266666,337693729.4266666,67538745.88533333,19.0,0,4,239757000.0,1096100400.0000055,2018-09-30,SOUTH AFRICA,HIGH,135452707.02558514,0.945045565283783,20.0,True,2018-09-30
DANGOTE CEMENT NIGERIA (NIGERIA),125899635.89629628,205.0,90,0.6666666666666666,283274180.76666665,283274180.76666665,56654836.153333336,20.0,0,4,55988922.0,2799446100.0,2018-09-30,NIGERIA,MID,125899635.89629628,5.0,21.0,True,2018-09-30
OLD MUTUAL (SOUTH AFRICA),123243632.43703702,18.77,90,0.6333333333333333,307255593.3333333,307255593.3333333,61451118.666666664,19.0,0,4,152820800.0,969926516.0000014,2018-09-30,SOUTH AFRICA,HIGH,123243632.43703702,0.8598635704053275,22.0,True,2018-09-30
GROWTHPOINT PROPERTIES (SOUTH AFRICA),122096412.27518521,23.23,90,0.6333333333333333,304395487.66666675,304395487.66666675,60879097.53333335,19.0,0,4,173696900.0,954933530.0000014,2018-09-30,SOUTH AFRICA,HIGH,122096412.27518521,0.8518594828520428,23.0,True,2018-09-30
WOOLWORTHS HOLDINGS (SOUTH AFRICA),117373997.05925925,49.6,90,0.6333333333333333,292622153.3333333,292622153.3333333,58524430.666666664,19.0,0,4,290280000.0,1626157960.0000021,2018-09-30,SOUTH AFRICA,HIGH,117373997.05925925,0.818911469813097,24.0,True,2018-09-30
BIDVEST (SOUTH AFRICA),105316257.5080074,185.0,90,0.6333333333333333,262561306.80666667,262561306.80666667,52512261.36133334,19.0,0,4,186574200.0,1005274232.0000044,2018-09-30,SOUTH AFRICA,HIGH,105316257.5080074,0.7347853305835204,25.0,True,2018-09-30
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),103536887.69137767,8.4,90,0.6666666666666666,232957997.30559978,232957997.30559978,46591599.46111996,20.0,0,4,102239162.99999999,1636267837.667993,2018-09-30,NIGERIA,MID,103536887.69137767,5.0,26.0,True,2018-09-30
REMGRO (SOUTH AFRICA),102036603.07802223,141.33,90,0.6333333333333333,254384883.02,254384883.02,50876976.604,19.0,0,4,180475400.0,918599826.000002,2018-09-30,SOUTH AFRICA,HIGH,102036603.07802223,0.7119033746390344,27.0,True,2018-09-30
SONATEL SENEGAL (SENEGAL),98058455.55555555,20105.0,90,0.6666666666666666,220631525.0,220631525.0,44126305.0,20.0,0,4,111891500.0,3139926049.9999747,2018-09-30,SENEGAL,LOW,98058455.55555555,5.0,28.0,True,2018-09-30
NESTLÉ NIGERIA (NIGERIA),97667899.43703702,1400.0,90,0.6666666666666666,219752773.73333332,219752773.73333332,43950554.74666667,20.0,0,4,89048516.0,2318704481.399996,2018-09-30,NIGERIA,MID,97667899.43703702,5.0,29.0,True,2018-09-30
VODACOM (SOUTH AFRICA),93377989.95745926,125.34,90,0.6333333333333333,232798312.91333333,232798312.91333333,46559662.582666665,19.0,0,4,249620800.00000003,1661458894.000007,2018-09-30,SOUTH AFRICA,HIGH,93377989.95745926,0.6514927404717128,30.0,True,2018-09-30
FOSCHINI (SOUTH AFRICA),90015332.92202592,151.88,90,0.6333333333333333,224414957.42333335,224414957.42333335,44882991.484666675,19.0,0,4,190998000.0,800885280.0000035,2018-09-30,SOUTH AFRICA,HIGH,90015332.92202592,0.6280316802338666,31.0,True,2018-09-30
DISCOVERY HOLDINGS (SOUTH AFRICA),87614972.00547777,170.0,90,0.6333333333333333,218430678.13,218430678.13,43686135.626,19.0,0,4,173926400.0,764750714.0000006,2018-09-30,SOUTH AFRICA,HIGH,87614972.00547777,0.6112845033846371,32.0,True,2018-09-30
CAPITEC BANK (SOUTH AFRICA),87266621.98564073,1017.04,90,0.6333333333333333,217562215.47666666,217562215.47666666,43512443.09533334,19.0,0,4,127318296.0,1011410498.0000025,2018-09-30,SOUTH AFRICA,HIGH,87266621.98564073,0.608854085797255,33.0,True,2018-09-30
TIGER BRANDS (SOUTH AFRICA),86986818.72736296,240.97,90,0.6333333333333333,216864645.02666667,216864645.02666667,43372929.005333334,19.0,0,4,200861768.8,806393420.0000025,2018-09-30,SOUTH AFRICA,HIGH,86986818.72736296,0.6069019149311724,34.0,True,2018-09-30
