Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),6614122736.666665,1049.0,90,0.7,13498209666.666666,13498209666.666666,2699641933.3333335,21.0,0,4,11450700000.0,61609264499.99999,2018-06-30,SOUTH AFRICA,HIGH,6614122736.666665,5.0,1.0,True,2018-06-30
BLUE LABEL TELECOMS (SOUTH AFRICA),1219465863.5599997,1039.0,90,0.7,2488705843.9999995,2488705843.9999995,497741168.79999995,21.0,0,4,1504440000.0,12659890499.999987,2018-06-30,SOUTH AFRICA,HIGH,1219465863.5599997,5.0,2.0,True,2018-06-30
NASPERS (SOUTH AFRICA),1118043384.7333333,460.41,90,0.7,2281721193.3333335,2281721193.3333335,456344238.66666675,21.0,0,4,1738515600.0000002,8343162432.499981,2018-06-30,SOUTH AFRICA,HIGH,1118043384.7333333,5.0,3.0,True,2018-06-30
PPC (SOUTH AFRICA),598913257.4599999,723.0,90,0.7,1222271954.0,1222271954.0,244454390.8,21.0,0,4,1731365000.0,10818577749.999985,2018-06-30,SOUTH AFRICA,HIGH,598913257.4599999,3.57353052993424,4.0,True,2018-06-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),434319301.98912704,40.5,90,0.6333333333333333,1082790503.574001,1082790503.574001,216558100.71480024,19.0,0,3,390425363.08,3596414227.420035,2018-06-30,NIGERIA,MID,434319301.98912704,5.0,5.0,True,2018-06-30
STANDARD BANK GROUP (SOUTH AFRICA),411399449.5333333,191.87,90,0.7,839590713.3333334,839590713.3333334,167918142.6666667,21.0,0,4,583800000.0,2085580649.9999971,2018-06-30,SOUTH AFRICA,HIGH,411399449.5333333,2.454693521296271,6.0,True,2018-06-30
FIRSTRAND (SOUTH AFRICA),340358980.0333333,62.59,90,0.7,694610163.3333334,694610163.3333334,138922032.6666667,21.0,0,4,558154500.0,2358966669.9999995,2018-06-30,SOUTH AFRICA,HIGH,340358980.0333333,2.0308169691295035,7.0,True,2018-06-30
ZENITH BANK NIGERIA (NIGERIA),329321596.54837817,25.0,90,0.6333333333333333,821023370.8962337,821023370.8962337,164204674.17924675,19.0,0,3,338576657.71500003,3663278520.4870076,2018-06-30,NIGERIA,MID,329321596.54837817,5.0,8.0,True,2018-06-30
MTN GROUP (SOUTH AFRICA),296826300.4,107.9,90,0.7,605767960.0,605767960.0,121153592.0,21.0,0,4,697149100.0,2850449481.999998,2018-06-30,SOUTH AFRICA,HIGH,296826300.4,1.771070907772775,9.0,True,2018-06-30
GRINDROD (SOUTH AFRICA),271461512.9566666,888.0,90,0.7,554003087.6666666,554003087.6666666,110800617.53333333,21.0,0,4,582978190.0,4437565649.999998,2018-06-30,SOUTH AFRICA,HIGH,271461512.9566666,1.6197270509036554,10.0,True,2018-06-30
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),266518659.75186667,691.91,90,0.7,543915632.1466668,543915632.1466668,108783126.42933336,21.0,0,4,511660377.4,2455819394.999998,2018-06-30,SOUTH AFRICA,HIGH,266518659.75186667,1.5902345716300346,11.0,True,2018-06-30
SANLAM (SOUTH AFRICA),256389388.59799993,70.07,90,0.7,523243650.1999999,523243650.1999999,104648730.03999999,21.0,0,4,325897100.0,1535145005.9999993,2018-06-30,SOUTH AFRICA,HIGH,256389388.59799993,1.5297963374392634,12.0,True,2018-06-30
ANGLO AMERICAN (SOUTH AFRICA),250888320.28329995,297.77,90,0.7,512016980.16999996,512016980.16999996,102403396.034,21.0,0,4,479204600.0,2121448246.9999964,2018-06-30,SOUTH AFRICA,HIGH,250888320.28329995,1.4969731609191692,13.0,True,2018-06-30
ABSA (SOUTH AFRICA),219992789.56666663,159.99,90,0.7,448964876.6666667,448964876.6666667,89792975.33333334,21.0,0,4,356388450.0,3184313932.999995,2018-06-30,SOUTH AFRICA,HIGH,219992789.56666663,1.3126290662122924,14.0,True,2018-06-30
TANZANIA BREWERIES LTD (TANZANIA),180374405.42407402,16500.0,90,0.5666666666666667,561719601.6666666,561719601.6666666,112343920.33333333,17.0,0,31,99974575.0,4998728750.0,2018-06-30,TANZANIA,LOW,180374405.42407402,5.0,15.0,True,2018-06-30
MR PRICE (SOUTH AFRICA),173171312.40686667,226.26,90,0.7,353410841.6466667,353410841.6466667,70682168.32933335,21.0,0,4,243400000.0,1138430099.9999976,2018-06-30,SOUTH AFRICA,HIGH,173171312.40686667,1.0332597652274353,16.0,True,2018-06-30
SHOPRITE HOLDINGS (SOUTH AFRICA),167597073.10266665,220.61,90,0.7,342034843.06666666,342034843.06666666,68406968.61333333,21.0,0,4,289722000.0,1689473499.9999986,2018-06-30,SOUTH AFRICA,HIGH,167597073.10266665,1.0,17.0,True,2018-06-30
CLICKS (SOUTH AFRICA),164572201.06996655,196.53,90,0.7,335861634.83666646,335861634.83666646,67172326.9673333,21.0,0,4,93831338.2,769262014.4999979,2018-06-30,SOUTH AFRICA,HIGH,164572201.06996655,0.9819515223225461,18.0,True,2018-06-30
VODACOM (SOUTH AFRICA),152300152.56119996,122.21,90,0.7,310816637.88,310816637.88,62163327.576000005,21.0,0,4,253478850.0,1714827548.499997,2018-06-30,SOUTH AFRICA,HIGH,152300152.56119996,0.9087279971047222,19.0,True,2018-06-30
REINET INVEST (SOUTH AFRICA),143627396.7494333,241.65,90,0.7,293117136.2233333,293117136.2233333,58623427.244666666,21.0,0,4,792365000.0,4157541339.9999986,2018-06-30,SOUTH AFRICA,HIGH,143627396.7494333,0.8569803403514691,20.0,True,2018-06-30
BIDVEST (SOUTH AFRICA),131582417.94506665,197.01,90,0.7,268535546.82666665,268535546.82666665,53707109.36533333,21.0,0,4,183400950.0,1039083307.9999981,2018-06-30,SOUTH AFRICA,HIGH,131582417.94506665,0.7851116699661089,21.0,True,2018-06-30
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),131376351.69539998,258.22,90,0.7,268115003.46,268115003.46,53623000.692,21.0,0,4,320569090.0,1783521874.9999983,2018-06-30,SOUTH AFRICA,HIGH,131376351.69539998,0.7838821362645243,22.0,True,2018-06-30
OLD MUTUAL (SOUTH AFRICA),131044030.51851833,16.65,90,0.6666666666666666,294849068.66666627,294849068.66666627,58969813.73333326,20.0,0,4,143035200.0,971136819.9999963,2018-06-30,SOUTH AFRICA,HIGH,131044030.51851833,0.7818992783856276,23.0,True,2018-06-30
NESTLÉ NIGERIA (NIGERIA),130872535.35476665,1575.0,90,0.6333333333333333,326275018.89,326275018.89,65255003.778,19.0,0,3,84775991.0,2373488045.0100055,2018-06-30,NIGERIA,MID,130872535.35476665,5.0,24.0,True,2018-06-30
GROWTHPOINT PROPERTIES (SOUTH AFRICA),130075774.03333332,26.69,90,0.7,265460763.33333334,265460763.33333334,53092152.66666667,21.0,0,4,169537100.0,919625939.9999973,2018-06-30,SOUTH AFRICA,HIGH,130075774.03333332,0.7761219908276767,25.0,True,2018-06-30
