Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),2255549053.333333,241.0,90,0.7,4603161333.333333,4603161333.333333,920632266.6666666,21.0,0,6,10727200000.0,61409507999.999985,2020-09-30,SOUTH AFRICA,HIGH,2255549053.333333,5.0,1.0,True,2020-09-30
NASPERS (SOUTH AFRICA),1662998689.5666664,592.0,90,0.7,3393874876.6666665,3393874876.6666665,678774975.3333334,21.0,0,6,2059392900.0,10031438407.99995,2020-09-30,SOUTH AFRICA,HIGH,1662998689.5666664,5.0,2.0,True,2020-09-30
PROSUS (SOUTH AFRICA),521733729.5415,705.13,90,0.7,1064762713.35,1064762713.35,212952542.67000002,21.0,0,2,875874599.9999999,3960528767.9999976,2020-09-30,SOUTH AFRICA,HIGH,521733729.5415,2.4157843957929406,3.0,True,2020-09-30
SIBANYE STILLWATER (SOUTH AFRICA),431107237.18533325,46.32,90,0.7,879810688.1333333,879810688.1333333,175962137.62666667,21.0,0,6,189696000.0,1653938471.9999995,2020-09-30,SOUTH AFRICA,HIGH,431107237.18533325,1.9961564252726613,4.0,True,2020-09-30
PPC (SOUTH AFRICA),414659723.3333333,59.0,90,0.7,846244333.3333334,846244333.3333334,169248866.6666667,21.0,0,6,1094160000.0,9989829999.999992,2020-09-30,SOUTH AFRICA,HIGH,414659723.3333333,1.919999479567488,5.0,True,2020-09-30
BLUE LABEL TELECOMS (SOUTH AFRICA),388702646.1033333,365.0,90,0.7,793270706.3333334,793270706.3333334,158654141.26666668,21.0,0,6,1089607200.0,11909787999.999992,2020-09-30,SOUTH AFRICA,HIGH,388702646.1033333,1.799810389650428,6.0,True,2020-09-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),346358330.41949993,433.1,90,0.7,706853735.55,706853735.55,141370747.10999998,21.0,0,6,284454600.0,1542741376.0,2020-09-30,SOUTH AFRICA,HIGH,346358330.41949993,1.6037434472861083,7.0,True,2020-09-30
FIRSTRAND (SOUTH AFRICA),326782688.8666666,40.39,90,0.7,666903446.6666666,666903446.6666666,133380689.33333333,21.0,0,6,595827000.0,2339092079.999998,2020-09-30,SOUTH AFRICA,HIGH,326782688.8666666,1.5131023276434707,8.0,True,2020-09-30
GOLD FIELDS (SOUTH AFRICA),317750595.4373332,203.28,90,0.7,648470602.9333332,648470602.9333332,129694120.58666664,21.0,0,6,142044000.0,1232332343.9999986,2020-09-30,SOUTH AFRICA,HIGH,317750595.4373332,1.471281013182735,9.0,True,2020-09-30
ANGLO AMERICAN (SOUTH AFRICA),298385488.2841,394.51,90,0.7,608949976.09,608949976.09,121789995.21800001,21.0,0,6,522587500.0,2147874983.999997,2020-09-30,SOUTH AFRICA,HIGH,298385488.2841,1.3816147312562221,10.0,True,2020-09-30
