Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),3000834316.6666665,438.0,90,0.7,6124151666.666667,6124151666.666667,1224830333.3333335,21.0,0,8,9416400000.0,48894000000.0,2022-05-31,SOUTH AFRICA,HIGH,3000834316.6666665,5.0,1.0,True,2022-05-31
NASPERS (SOUTH AFRICA),719935946.3333333,342.89,90,0.7,1469257033.3333333,1469257033.3333333,293851406.6666667,21.0,0,8,2108634000.0,10828032500.0,2022-05-31,SOUTH AFRICA,HIGH,719935946.3333333,2.6896871550128707,2.0,True,2022-05-31
PPC (SOUTH AFRICA),531296849.3233332,375.0,90,0.7,1084279284.3333333,1084279284.3333333,216855856.86666667,21.0,0,8,1294560000.0,12910050000.0,2022-05-31,SOUTH AFRICA,HIGH,531296849.3233332,1.984929796049015,3.0,True,2022-05-31
ANGLO AMERICAN (SOUTH AFRICA),486516769.17829996,762.0,90,0.7,992891365.6700001,992891365.6700001,198578273.13400003,21.0,0,8,562989000.0,2501436600.0,2022-05-31,SOUTH AFRICA,HIGH,486516769.17829996,1.8176310148449766,4.0,True,2022-05-31
MTN NIGERIA (NIGERIA),438174018.2237037,230.0,90,0.6666666666666666,985891541.0033333,985891541.0033333,197178308.20066667,20.0,0,4,162504580.0,5704804258.800005,2022-05-31,NIGERIA,MID,438174018.2237037,5.0,5.0,True,2022-05-31
PROSUS (SOUTH AFRICA),420750577.00223327,372.04,90,0.7,858674646.9433333,858674646.9433333,171734929.38866666,21.0,0,4,955515900.0,8405816588.000034,2022-05-31,SOUTH AFRICA,HIGH,420750577.00223327,1.5719279307984222,6.0,True,2022-05-31
FIRSTRAND (SOUTH AFRICA),391316087.4,70.94,90,0.7,798604260.0,798604260.0,159720852.0,21.0,0,8,590746200.0,2447120000.0,2022-05-31,SOUTH AFRICA,HIGH,391316087.4,1.461960413548171,7.0,True,2022-05-31
MTN GROUP (SOUTH AFRICA),378536487.2333333,168.8,90,0.7,772523443.3333334,772523443.3333334,154504688.6666667,21.0,0,8,541934400.0,2730420000.0,2022-05-31,SOUTH AFRICA,HIGH,378536487.2333333,1.4142157126625607,8.0,True,2022-05-31
CAPITEC BANK (SOUTH AFRICA),370129148.61906666,2253.22,90,0.7,755365609.4266667,755365609.4266667,151073121.88533336,21.0,0,8,225366956.1,1606485465.0,2022-05-31,SOUTH AFRICA,HIGH,370129148.61906666,1.3828058201661433,9.0,True,2022-05-31
ABSA (SOUTH AFRICA),309284708.8333333,183.68,90,0.7,631193283.3333334,631193283.3333334,126238656.66666669,21.0,0,8,355680000.0,1791079000.0,2022-05-31,SOUTH AFRICA,HIGH,309284708.8333333,1.1554904472095202,10.0,True,2022-05-31
