Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),6164566205.925925,610.0,90,0.7333333333333333,11463036333.333334,11463036333.333334,2292607266.666667,22.0,0,13,7213440000.0,45624279749.999825,2026-03-25,SOUTH AFRICA,HIGH,6164566205.925925,5.0,1.0,True,2026-03-25
ARADEL HOLDINGS NIGERIA (NIGERIA),1729582870.0854518,1210.3,90,0.6333333333333333,4311979454.506667,4311979454.506667,862395890.9013335,19.0,0,2,876315510.0,20733584238.85002,2026-03-25,NIGERIA,MID,1729582870.0854518,5.0,2.0,True,2026-03-25
MTN NIGERIA (NIGERIA),1661647473.235845,701.1,90,0.6333333333333333,4142611429.1198354,4142611429.1198354,828522285.8239671,19.0,0,9,260680674.5,8215792274.847533,2026-03-25,NIGERIA,MID,1661647473.235845,5.0,3.0,True,2026-03-25
ZENITH BANK NIGERIA (NIGERIA),1646164183.190786,107.2,90,0.6333333333333333,4104010429.0074997,4104010429.0074997,820802085.8015,19.0,0,13,443062496.4,6276374859.134998,2026-03-25,NIGERIA,MID,1646164183.190786,5.0,4.0,True,2026-03-25
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),1357993925.740348,111.0,90,0.6333333333333333,3385580424.2834167,3385580424.2834167,677116084.8566834,19.0,0,13,477818203.20000005,6681735455.651249,2026-03-25,NIGERIA,MID,1357993925.740348,5.0,5.0,True,2026-03-25
BLUE LABEL TELECOMS (SOUTH AFRICA),1249196278.407407,885.0,90,0.7333333333333333,2322885641.6666665,2322885641.6666665,464577128.3333333,22.0,0,13,647331375.0,10675911249.999983,2026-03-25,SOUTH AFRICA,HIGH,1249196278.407407,2.691799904243147,6.0,True,2026-03-25
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),1190305479.9456728,1533.9,90,0.7333333333333333,2213377958.5766644,2213377958.5766644,442675591.7153329,22.0,0,13,415146450.0,3218287454.999981,2026-03-25,SOUTH AFRICA,HIGH,1190305479.9456728,2.5649005142912347,7.0,True,2026-03-25
NASPERS (SOUTH AFRICA),1114830981.4074073,908.47,90,0.7333333333333333,2073032816.6666667,2073032816.6666667,414606563.3333334,22.0,0,13,1898686750.0,10130946484.999937,2026-03-25,SOUTH AFRICA,HIGH,1114830981.4074073,2.4022661457377894,8.0,True,2026-03-25
GOLD FIELDS (SOUTH AFRICA),1009160289.2154659,727.47,90,0.7333333333333333,1876537727.879999,1876537727.879999,375307545.5759998,22.0,0,13,343321900.0,2876001904.999986,2026-03-25,SOUTH AFRICA,HIGH,1009160289.2154659,2.1745642512955397,9.0,True,2026-03-25
PPC (SOUTH AFRICA),927655194.0740739,598.0,90,0.7333333333333333,1724978666.6666667,1724978666.6666667,344995733.3333334,22.0,0,13,885550000.0,11191919999.999985,2026-03-25,SOUTH AFRICA,HIGH,927655194.0740739,1.9989349998406494,10.0,True,2026-03-25
FIRSTRAND (SOUTH AFRICA),719695768.1996295,90.11,90,0.7333333333333333,1338277254.9166667,1338277254.9166667,267655450.98333335,22.0,0,13,641196550.0,3059040647.4999995,2026-03-25,SOUTH AFRICA,HIGH,719695768.1996295,1.5508187411459342,11.0,True,2026-03-25
CRDB BANK PLC TANZANIA (TANZANIA),708000000.0,2810.0,90,0.6666666666666666,1593000000.0,1593000000.0,318600000.0,20.0,0,134,31860000.0,1593000000.0,2026-03-25,TANZANIA,LOW,708000000.0,5.0,12.0,True,2026-03-25
DANGOTE CEMENT NIGERIA (NIGERIA),634677540.7391332,810.0,90,0.6333333333333333,1582298578.02,1582298578.02,316459715.60400003,19.0,0,17,70312533.0,3515626650.0,2026-03-25,NIGERIA,MID,634677540.7391332,5.0,13.0,True,2026-03-25
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),632910795.3748145,232.63,90,0.7333333333333333,1176900239.333333,1176900239.333333,235380047.86666662,22.0,0,13,370842550.0,2103690079.9999974,2026-03-25,SOUTH AFRICA,HIGH,632910795.3748145,1.3638122750064365,14.0,True,2026-03-25
