Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,1131641964.5144444,1133.733333333333,85,1131641964.5144444,1131641964.5144444,226328392.9028889,30,,,,,2019-07-31,2019-06-30,2019-07-31,ZIMBABWE,LOW,1131641964.5144444,1.0,True,2019-07-31
NASPERS (SOUTH AFRICA),OK,183725455.94737327,33.11183915969612,86,183725455.94737327,183725455.94737327,36745091.18947466,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,183725455.94737327,2.0,True,2019-07-31
FIRSTRAND (SOUTH AFRICA),OK,49581940.34371427,4.772903326676664,86,49581940.34371427,49581940.34371427,9916388.068742855,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,49581940.34371427,3.0,True,2019-07-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,46742485.629563384,13.97687458691929,86,46742485.629563384,46742485.629563384,9348497.125912677,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,46742485.629563384,4.0,True,2019-07-31
ANGLO AMERICAN (SOUTH AFRICA),OK,40838142.08997317,27.71282984272729,86,40838142.08997317,40838142.08997317,8167628.417994633,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,40838142.08997317,5.0,True,2019-07-31
MTN GROUP (SOUTH AFRICA),OK,35397713.74605914,7.586471562280135,86,35397713.74605914,35397713.74605914,7079542.749211829,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,35397713.74605914,6.0,True,2019-07-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,32338019.13099674,35.14295257655763,86,32338019.13099674,32338019.13099674,6467603.826199349,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,32338019.13099674,7.0,True,2019-07-31
ABSA (SOUTH AFRICA),OK,29885065.449766662,12.50790627598411,86,29885065.449766662,29885065.449766662,5977013.089953333,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,29885065.449766662,8.0,True,2019-07-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,27383700.207108077,18.05189359751547,86,27383700.207108077,27383700.207108077,5476740.0414216155,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,27383700.207108077,9.0,True,2019-07-31
SANLAM (SOUTH AFRICA),OK,26606491.8568934,5.55464746892567,86,26606491.8568934,26606491.8568934,5321298.371378681,30,,,,,2019-07-31,2019-06-30,2019-07-31,SOUTH AFRICA,HIGH,26606491.8568934,10.0,True,2019-07-31
