Date,Dividend
2021-04-12,0.05
2021-08-23,0.1
2022-03-28,0.5
2022-08-22,1.5
2023-04-03,0.5
2023-08-21,0.25
2024-06-13,0.75
2024-08-19,1.25
2025-04-15,0.5
2025-08-18,3.25
