Date,Dividend
2016-06-01,0.2918
2017-05-31,0.8832
2019-05-30,0.9568
2020-08-05,1.4352
2021-07-21,1.6008
2022-05-25,1.6928
2024-09-02,2.7098
2025-07-09,1.5368
