Date,Dividend
2019-08-09,2.95
2020-04-20,4.97
2020-08-17,3.5
2021-05-05,5.9
2021-08-20,4.55
2022-04-07,8.57
2022-08-19,5.6
2023-03-28,10.0
2023-08-17,5.6
2025-11-21,5.0
2026-04-09,15.0
