Date,Dividend
2016-06-16,3.0
2017-05-23,1.05
2018-04-23,1.5
2020-05-04,1.0
2021-05-04,1.0
2021-11-11,1.0
2022-04-04,1.0
2023-04-11,2.0
2024-04-02,1.9
2025-04-02,1.2
2025-05-12,4.0
2026-04-07,6.0
