Date,Dividend
2017-02-24,5.5
2018-02-23,0.85
2018-08-24,0.85
2019-02-22,0.85
2019-08-23,0.85
2020-03-02,0.35
2022-03-01,0.35
2022-09-16,0.15
2023-02-17,0.55
2023-09-15,0.55
2024-02-19,0.65
2024-09-17,0.65
2025-02-24,0.75
2025-09-17,0.75
2026-02-23,0.8
