Date,Dividend
2016-04-11,1.05
2017-04-18,1.1
2018-04-16,1.3
2019-04-15,1.2
2022-04-19,1.3
2023-04-18,1.0
2024-04-29,3.0
2025-04-28,7.0
2025-08-11,7.5
2026-04-13,6.0
