Date,Dividend
2023-12-12,0.64814815
2024-04-03,0.74074074
2024-06-12,0.64814815
2024-12-11,0.5787037
2025-01-08,0.13888889
2025-06-11,0.6
2025-09-17,0.83333333
2025-12-17,0.8
